molid,identifiere,ATS1m,ATS2m,ATS3m,ATS4m,ATS5m,ATS6m,ATS7m,ATS8m,ATS1v,ATS2v,ATS3v,ATS4v,ATS5v,ATS6v,ATS7v,ATS8v,ATS1e,ATS2e,ATS3e,ATS4e,ATS5e,ATS6e,ATS7e,ATS8e,ATS1p,ATS2p,ATS3p,ATS4p,ATS5p,ATS6p,ATS7p,ATS8p,MATS1m,MATS2m,MATS3m,MATS4m,MATS5m,MATS6m,MATS7m,MATS8m,MATS1v,MATS2v,MATS3v,MATS4v,MATS5v,MATS6v,MATS7v,MATS8v,MATS1e,MATS2e,MATS3e,MATS4e,MATS5e,MATS6e,MATS7e,MATS8e,MATS1p,MATS2p,MATS3p,MATS4p,MATS5p,MATS6p,MATS7p,MATS8p,GATS1m,GATS2m,GATS3m,GATS4m,GATS5m,GATS6m,GATS7m,GATS8m,GATS1v,GATS2v,GATS3v,GATS4v,GATS5v,GATS6v,GATS7v,GATS8v,GATS1e,GATS2e,GATS3e,GATS4e,GATS5e,GATS6e,GATS7e,GATS8e,GATS1p,GATS2p,GATS3p,GATS4p,GATS5p,GATS6p,GATS7p,GATS8p
739,C11H18O,2.6150000000000002,2.7080000000000002,2.335,2.2330000000000001,2.1200000000000001,1.992,1.8460000000000001,1.6739999999999999,2.4870000000000001,2.5289999999999999,2.2530000000000001,2.141,2.016,1.8740000000000001,1.7070000000000001,1.5069999999999999,2.6139999999999999,2.7069999999999999,2.335,2.2330000000000001,2.1200000000000001,1.992,1.845,1.673,2.4769999999999999,2.5150000000000001,2.246,2.1349999999999998,2.0089999999999999,1.865,1.696,1.494,-0.090999999999999998,-0.161,-0.029999999999999999,-0.044999999999999998,-0.065000000000000002,-0.090999999999999998,-0.127,-0.182,-0.090999999999999998,-0.161,-0.029999999999999999,-0.044999999999999998,-0.065000000000000002,-0.090999999999999998,-0.127,-0.182,-0.090999999999999998,-0.161,-0.029999999999999999,-0.044999999999999998,-0.065000000000000002,-0.090999999999999998,-0.127,-0.182,-0.090999999999999998,-0.161,-0.029999999999999999,-0.044999999999999998,-0.065000000000000002,-0.090999999999999998,-0.127,-0.182,1.0,1.385,0.66700000000000004,0.75,0.85699999999999998,1.0,1.2,1.5,1.0,1.385,0.66700000000000004,0.75,0.85699999999999998,1.0,1.2,1.5,1.0,1.385,0.66700000000000004,0.75,0.85699999999999998,1.0,1.2,1.5,1.0,1.385,0.66700000000000004,0.75,0.85699999999999998,1.0,1.2,1.5
740,C12H22O2,2.7080000000000002,2.758,2.6619999999999999,2.5899999999999999,2.512,2.427,2.1200000000000001,1.992,2.5289999999999999,2.468,2.4020000000000001,2.3069999999999999,2.202,2.085,2.016,1.8740000000000001,2.7069999999999999,2.7559999999999998,2.661,2.5880000000000001,2.5099999999999998,2.4260000000000002,2.1200000000000001,1.992,2.5150000000000001,2.448,2.3809999999999998,2.2839999999999998,2.177,2.056,2.0089999999999999,1.865,-0.10299999999999999,0.34599999999999997,-0.222,-0.25800000000000001,-0.29999999999999999,-0.35199999999999998,0.0,-0.028000000000000001,-0.10299999999999999,0.34599999999999997,-0.222,-0.25800000000000001,-0.29999999999999999,-0.35199999999999998,0.0,-0.028000000000000001,-0.10299999999999999,0.34599999999999997,-0.222,-0.25800000000000001,-0.29999999999999999,-0.35199999999999998,0.0,-0.028000000000000001,-0.10299999999999999,0.34599999999999997,-0.222,-0.25800000000000001,-0.29999999999999999,-0.35199999999999998,0.0,-0.028000000000000001,0.875,0.875,1.264,1.379,1.5169999999999999,1.6850000000000001,0.54200000000000004,0.63200000000000001,0.875,0.875,1.264,1.379,1.5169999999999999,1.6850000000000001,0.54200000000000004,0.63200000000000001,0.875,0.875,1.264,1.379,1.5169999999999999,1.6850000000000001,0.54200000000000004,0.63200000000000001,0.875,0.875,1.264,1.379,1.5169999999999999,1.6850000000000001,0.54200000000000004,0.63200000000000001
741,C10H18O,2.4279999999999999,2.5899999999999999,2.5390000000000001,2.3980000000000001,2.1200000000000001,2.0369999999999999,0.0,0.0,2.3519999999999999,2.5270000000000001,2.3999999999999999,2.1440000000000001,2.016,1.796,0.0,0.0,2.427,2.5899999999999999,2.5379999999999998,2.3959999999999999,2.1200000000000001,2.0350000000000001,0.0,0.0,2.347,2.5219999999999998,2.3900000000000001,2.1240000000000001,2.0089999999999999,1.776,0.0,0.0,-0.01,0.0080000000000000002,-0.10000000000000001,-0.26700000000000002,-0.057000000000000002,-0.26700000000000002,0.0,0.0,-0.01,0.0080000000000000002,-0.10000000000000001,-0.26700000000000002,-0.057000000000000002,-0.26700000000000002,0.0,0.0,-0.01,0.0080000000000000002,-0.10000000000000001,-0.26700000000000002,-0.057000000000000002,-0.26700000000000002,0.0,0.0,-0.01,0.0080000000000000002,-0.10000000000000001,-0.26700000000000002,-0.057000000000000002,-0.26700000000000002,0.0,0.0,0.55000000000000004,0.45800000000000002,1.0,1.833,0.78600000000000003,1.833,0.0,0.0,0.55000000000000004,0.45800000000000002,1.0,1.833,0.78600000000000003,1.833,0.0,0.0,0.55000000000000004,0.45800000000000002,1.0,1.833,0.78600000000000003,1.833,0.0,0.0,0.55000000000000004,0.45800000000000002,1.0,1.833,0.78600000000000003,1.833,0.0,0.0
742,C5H8O,1.8460000000000001,1.8460000000000001,1.734,0.84699999999999998,0.0,0.0,0.0,0.0,1.7070000000000001,1.7070000000000001,1.3919999999999999,0.41299999999999998,0.0,0.0,0.0,0.0,1.845,1.845,1.732,0.84499999999999997,0.0,0.0,0.0,0.0,1.696,1.696,1.363,0.375,0.0,0.0,0.0,0.0,-0.040000000000000001,-0.040000000000000001,-0.40000000000000002,-1.0,0.0,0.0,0.0,0.0,-0.040000000000000001,-0.040000000000000001,-0.40000000000000002,-1.0,0.0,0.0,0.0,0.0,-0.040000000000000001,-0.040000000000000001,-0.40000000000000002,-1.0,0.0,0.0,0.0,0.0,-0.040000000000000001,-0.040000000000000001,-0.40000000000000002,-1.0,0.0,0.0,0.0,0.0,0.59999999999999998,0.59999999999999998,1.5,3.0,0.0,0.0,0.0,0.0,0.59999999999999998,0.59999999999999998,1.5,3.0,0.0,0.0,0.0,0.0,0.59999999999999998,0.59999999999999998,1.5,3.0,0.0,0.0,0.0,0.0,0.59999999999999998,0.59999999999999998,1.5,3.0,0.0,0.0,0.0,0.0
743,C12H18O3,2.8519999999999999,3.1400000000000001,3.2050000000000001,3.2269999999999999,2.8900000000000001,2.3980000000000001,1.7909999999999999,0.69299999999999995,2.6419999999999999,2.907,2.8959999999999999,2.7480000000000002,2.5699999999999998,2.1440000000000001,1.2629999999999999,0.69299999999999995,2.851,3.1389999999999998,3.2029999999999998,3.2250000000000001,2.8879999999999999,2.3959999999999999,1.7889999999999999,0.69299999999999995,2.6259999999999999,2.8919999999999999,2.8700000000000001,2.7109999999999999,2.544,2.1240000000000001,1.2130000000000001,0.69299999999999995,-0.083000000000000004,0.188,-0.22600000000000001,0.125,-0.25,-0.16700000000000001,-0.68799999999999994,0.25,-0.083000000000000004,0.187,-0.22600000000000001,0.125,-0.25,-0.16700000000000001,-0.68700000000000006,0.25,-0.083000000000000004,0.187,-0.22600000000000001,0.125,-0.25,-0.16700000000000001,-0.68700000000000006,0.25,-0.083000000000000004,0.188,-0.22600000000000001,0.125,-0.25,-0.16700000000000001,-0.68799999999999994,0.25,0.77800000000000002,0.58299999999999996,1.111,1.167,1.167,0.97199999999999998,2.1880000000000002,0.0,0.77800000000000002,0.58299999999999996,1.111,1.167,1.167,0.97199999999999998,2.1880000000000002,0.0,0.77800000000000002,0.58299999999999996,1.111,1.167,1.167,0.97199999999999998,2.1880000000000002,0.0,0.77800000000000002,0.58299999999999996,1.111,1.167,1.167,0.97199999999999998,2.1880000000000002,0.0
744,C6H12O,1.992,1.992,1.897,1.466,0.84699999999999998,0.0,0.0,0.0,1.8740000000000001,1.8740000000000001,1.6140000000000001,1.256,0.41299999999999998,0.0,0.0,0.0,1.992,1.992,1.895,1.4650000000000001,0.84499999999999997,0.0,0.0,0.0,1.865,1.865,1.591,1.24,0.375,0.0,0.0,0.0,-0.028000000000000001,-0.028000000000000001,-0.29999999999999999,-0.222,-1.0,0.0,0.0,0.0,-0.028000000000000001,-0.028000000000000001,-0.29999999999999999,-0.222,-1.0,0.0,0.0,0.0,-0.028000000000000001,-0.028000000000000001,-0.29999999999999999,-0.222,-1.0,0.0,0.0,0.0,-0.028000000000000001,-0.028000000000000001,-0.29999999999999999,-0.222,-1.0,0.0,0.0,0.0,0.58299999999999996,0.58299999999999996,1.3999999999999999,1.167,3.5,0.0,0.0,0.0,0.58299999999999996,0.58299999999999996,1.3999999999999999,1.167,3.5,0.0,0.0,0.0,0.58299999999999996,0.58299999999999996,1.3999999999999999,1.167,3.5,0.0,0.0,0.0,0.58299999999999996,0.58299999999999996,1.3999999999999999,1.167,3.5,0.0,0.0,0.0
745,C8H14O,2.2330000000000001,2.2679999999999998,1.992,1.8460000000000001,1.6739999999999999,1.466,1.204,0.0,2.141,2.0819999999999999,1.8740000000000001,1.7070000000000001,1.5069999999999999,1.256,0.92100000000000004,0.0,2.2330000000000001,2.2669999999999999,1.992,1.845,1.673,1.4650000000000001,1.202,0.0,2.1349999999999998,2.0680000000000001,1.865,1.696,1.494,1.24,0.89800000000000002,0.0,-0.016,-0.156,-0.063,-0.10000000000000001,-0.156,-0.25,-0.438,0.0,-0.016,-0.156,-0.063,-0.10000000000000001,-0.156,-0.25,-0.437,0.0,-0.016,-0.156,-0.063,-0.10000000000000001,-0.156,-0.25,-0.438,0.0,-0.016,-0.156,-0.062,-0.10000000000000001,-0.156,-0.25,-0.438,0.0,0.56299999999999994,1.125,0.75,0.90000000000000002,1.125,1.5,2.25,0.0,0.56299999999999994,1.125,0.75,0.90000000000000002,1.125,1.5,2.25,0.0,0.56299999999999994,1.125,0.75,0.90000000000000002,1.125,1.5,2.25,0.0,0.56299999999999994,1.125,0.75,0.90000000000000002,1.125,1.5,2.25,0.0
746,C5H8O,1.8460000000000001,1.897,1.466,1.204,0.0,0.0,0.0,0.0,1.7070000000000001,1.6140000000000001,1.256,0.92100000000000004,0.0,0.0,0.0,0.0,1.845,1.895,1.4650000000000001,1.202,0.0,0.0,0.0,0.0,1.696,1.591,1.24,0.89800000000000002,0.0,0.0,0.0,0.0,-0.040000000000000001,-0.28000000000000003,-0.20000000000000001,-0.40000000000000002,0.0,0.0,0.0,0.0,-0.040000000000000001,-0.28000000000000003,-0.20000000000000001,-0.40000000000000002,0.0,0.0,0.0,0.0,-0.040000000000000001,-0.28000000000000003,-0.20000000000000001,-0.40000000000000002,0.0,0.0,0.0,0.0,-0.040000000000000001,-0.28000000000000003,-0.20000000000000001,-0.40000000000000002,0.0,0.0,0.0,0.0,0.59999999999999998,1.2,1.0,1.5,0.0,0.0,0.0,0.0,0.59999999999999998,1.2,1.0,1.5,0.0,0.0,0.0,0.0,0.59999999999999998,1.2,1.0,1.5,0.0,0.0,0.0,0.0,0.59999999999999998,1.2,1.0,1.5,0.0,0.0,0.0,0.0
747,C10H14O2,2.6389999999999998,2.8130000000000002,2.6230000000000002,2.512,2.1589999999999998,2.0369999999999999,1.6739999999999999,1.099,2.4449999999999998,2.5299999999999998,2.282,2.202,1.9490000000000001,1.796,1.5069999999999999,1.099,2.6379999999999999,2.8119999999999998,2.621,2.5099999999999998,2.1579999999999999,2.0350000000000001,1.673,1.099,2.4300000000000002,2.5070000000000001,2.2589999999999999,2.177,1.9330000000000001,1.776,1.494,1.099,-0.10000000000000001,-0.22900000000000001,0.309,-0.28000000000000003,-0.14299999999999999,-0.20000000000000001,-0.10000000000000001,0.20000000000000001,-0.10000000000000001,-0.22900000000000001,0.309,-0.28000000000000003,-0.14299999999999999,-0.20000000000000001,-0.10000000000000001,0.20000000000000001,-0.10000000000000001,-0.22900000000000001,0.309,-0.28000000000000003,-0.14299999999999999,-0.20000000000000001,-0.10000000000000001,0.20000000000000001,-0.10000000000000001,-0.22900000000000001,0.309,-0.28000000000000003,-0.14299999999999999,-0.20000000000000001,-0.10000000000000001,0.20000000000000001,0.82499999999999996,1.179,0.90000000000000002,1.3200000000000001,0.94299999999999995,1.1000000000000001,0.82499999999999996,0.0,0.82499999999999996,1.179,0.90000000000000002,1.3200000000000001,0.94299999999999995,1.1000000000000001,0.82499999999999996,0.0,0.82499999999999996,1.179,0.90000000000000002,1.3200000000000001,0.94299999999999995,1.1000000000000001,0.82499999999999996,0.0,0.82499999999999996,1.179,0.90000000000000002,1.3200000000000001,0.94299999999999995,1.1000000000000001,0.82499999999999996,0.0
748,C9H12O2,2.5390000000000001,2.9620000000000002,2.9609999999999999,2.5390000000000001,1.0209999999999999,0.0,0.0,0.0,2.3999999999999999,2.7759999999999998,2.609,2.1469999999999998,0.23300000000000001,0.0,0.0,0.0,2.5379999999999998,2.9609999999999999,2.96,2.5369999999999999,1.016,0.0,0.0,0.0,2.3900000000000001,2.7610000000000001,2.5790000000000002,2.113,0.188,0.0,0.0,0.0,0.0,-0.065000000000000002,-0.313,-0.38900000000000001,4.5,0.0,0.0,0.0,0.0,-0.065000000000000002,-0.313,-0.38900000000000001,4.5,0.0,0.0,0.0,0.0,-0.065000000000000002,-0.313,-0.38900000000000001,4.5,0.0,0.0,0.0,0.0,-0.065000000000000002,-0.313,-0.38900000000000001,4.5,0.0,0.0,0.0,0.55600000000000005,0.71899999999999997,1.337,1.528,0.0,0.0,0.0,0.0,0.55600000000000005,0.71899999999999997,1.337,1.528,0.0,0.0,0.0,0.0,0.55600000000000005,0.71899999999999997,1.337,1.528,0.0,0.0,0.0,0.0,0.55600000000000005,0.71899999999999997,1.337,1.528,0.0,0.0,0.0,0.0
749,C11H18O,2.512,2.4279999999999999,2.335,2.2330000000000001,2.1200000000000001,1.992,1.8460000000000001,1.6739999999999999,2.4430000000000001,2.3519999999999999,2.2530000000000001,2.141,2.016,1.8740000000000001,1.7070000000000001,1.5069999999999999,2.512,2.427,2.335,2.2330000000000001,2.1200000000000001,1.992,1.845,1.673,2.4380000000000002,2.347,2.246,2.1349999999999998,2.0089999999999999,1.865,1.696,1.494,-0.0080000000000000002,-0.017999999999999999,-0.029999999999999999,-0.044999999999999998,-0.065000000000000002,-0.090999999999999998,-0.127,-0.182,-0.0080000000000000002,-0.017999999999999999,-0.029999999999999999,-0.044999999999999998,-0.065000000000000002,-0.090999999999999998,-0.127,-0.182,-0.0080000000000000002,-0.017999999999999999,-0.029999999999999999,-0.044999999999999998,-0.065000000000000002,-0.090999999999999998,-0.127,-0.182,-0.0080000000000000002,-0.017999999999999999,-0.029999999999999999,-0.044999999999999998,-0.065000000000000002,-0.090999999999999998,-0.127,-0.182,0.54500000000000004,0.59999999999999998,0.66700000000000004,0.75,0.85699999999999998,1.0,1.2,1.5,0.54500000000000004,0.59999999999999998,0.66700000000000004,0.75,0.85699999999999998,1.0,1.2,1.5,0.54500000000000004,0.59999999999999998,0.66700000000000004,0.75,0.85699999999999998,1.0,1.2,1.5,0.54500000000000004,0.59999999999999998,0.66700000000000004,0.75,0.85699999999999998,1.0,1.2,1.5
750,C7H7NO,2.367,2.5649999999999999,2.3980000000000001,1.9530000000000001,1.204,0.0,0.0,0.0,2.1859999999999999,2.343,2.1299999999999999,1.518,0.92100000000000004,0.0,0.0,0.0,2.3650000000000002,2.5630000000000002,2.3959999999999999,1.95,1.202,0.0,0.0,0.0,2.1640000000000001,2.3180000000000001,2.0990000000000002,1.4730000000000001,0.89800000000000002,0.0,0.0,0.0,-0.084000000000000005,-0.159,-0.25,0.251,-0.5,0.0,0.0,0.0,-0.10299999999999999,-0.17000000000000001,-0.26700000000000002,0.33000000000000002,-0.47299999999999998,0.0,0.0,0.0,-0.081000000000000003,-0.158,-0.248,0.24099999999999999,-0.502,0.0,0.0,0.0,-0.111,-0.17399999999999999,-0.27400000000000002,0.35899999999999999,-0.45600000000000002,0.0,0.0,0.0,0.66700000000000004,0.90900000000000003,1.111,1.1990000000000001,1.998,0.0,0.0,0.0,0.72099999999999997,0.92200000000000004,1.127,1.1160000000000001,1.823,0.0,0.0,0.0,0.66200000000000003,0.90800000000000003,1.109,1.2090000000000001,2.0150000000000001,0.0,0.0,0.0,0.748,0.92600000000000005,1.1319999999999999,1.087,1.73,0.0,0.0,0.0
751,C9H10O,2.4279999999999999,2.6629999999999998,2.6150000000000002,2.1970000000000001,1.204,0.84699999999999998,0.0,0.0,2.3519999999999999,2.6040000000000001,2.4870000000000001,1.877,0.92100000000000004,0.41299999999999998,0.0,0.0,2.427,2.6619999999999999,2.6139999999999999,2.1949999999999998,1.202,0.84499999999999997,0.0,0.0,2.347,2.5990000000000002,2.4769999999999999,1.851,0.89800000000000002,0.375,0.0,0.0,0.0,0.025999999999999999,-0.073999999999999996,-0.36499999999999999,-0.44400000000000001,-1.0,0.0,0.0,0.0,0.025999999999999999,-0.073999999999999996,-0.36499999999999999,-0.44400000000000001,-1.0,0.0,0.0,0.0,0.025999999999999999,-0.073999999999999996,-0.36499999999999999,-0.44400000000000001,-1.0,0.0,0.0,0.0,0.025999999999999999,-0.073999999999999996,-0.36499999999999999,-0.44400000000000001,-1.0,0.0,0.0,0.5,0.38500000000000001,0.83299999999999996,2.1429999999999998,2.5,5.0,0.0,0.0,0.5,0.38500000000000001,0.83299999999999996,2.1429999999999998,2.5,5.0,0.0,0.0,0.5,0.38500000000000001,0.83299999999999996,2.1429999999999998,2.5,5.0,0.0,0.0,0.5,0.38500000000000001,0.83299999999999996,2.1429999999999998,2.5,5.0,0.0,0.0
752,C6H8O,1.992,1.8460000000000001,1.6739999999999999,1.466,1.204,0.84699999999999998,0.0,0.0,1.8740000000000001,1.7070000000000001,1.5069999999999999,1.256,0.92100000000000004,0.41299999999999998,0.0,0.0,1.992,1.845,1.673,1.4650000000000001,1.202,0.84499999999999997,0.0,0.0,1.865,1.696,1.494,1.24,0.89800000000000002,0.375,0.0,0.0,-0.028000000000000001,-0.067000000000000004,-0.125,-0.222,-0.41699999999999998,-1.0,0.0,0.0,-0.028000000000000001,-0.067000000000000004,-0.125,-0.222,-0.41699999999999998,-1.0,0.0,0.0,-0.028000000000000001,-0.067000000000000004,-0.125,-0.222,-0.41699999999999998,-1.0,0.0,0.0,-0.028000000000000001,-0.067000000000000004,-0.125,-0.222,-0.41699999999999998,-1.0,0.0,0.0,0.58299999999999996,0.69999999999999996,0.875,1.167,1.75,3.5,0.0,0.0,0.58299999999999996,0.69999999999999996,0.875,1.167,1.75,3.5,0.0,0.0,0.58299999999999996,0.69999999999999996,0.875,1.167,1.75,3.5,0.0,0.0,0.58299999999999996,0.69999999999999996,0.875,1.167,1.75,3.5,0.0,0.0
753,C8H14O2,2.3980000000000001,2.5470000000000002,2.367,2.1970000000000001,2.0369999999999999,1.3859999999999999,1.099,0.0,2.1440000000000001,2.1739999999999999,1.881,1.877,1.796,1.3859999999999999,1.099,0.0,2.3959999999999999,2.5449999999999999,2.3639999999999999,2.1949999999999998,2.0350000000000001,1.3859999999999999,1.099,0.0,2.1240000000000001,2.1480000000000001,1.8360000000000001,1.851,1.776,1.3859999999999999,1.099,0.0,-0.16700000000000001,0.25,-0.53100000000000003,-0.28599999999999998,-0.16700000000000001,0.25,0.25,0.0,-0.16700000000000001,0.25,-0.53100000000000003,-0.28599999999999998,-0.16700000000000001,0.25,0.25,0.0,-0.16700000000000001,0.25,-0.53100000000000003,-0.28599999999999998,-0.16700000000000001,0.25,0.25,0.0,-0.16700000000000001,0.25,-0.53100000000000003,-0.28599999999999998,-0.16700000000000001,0.25,0.25,0.0,0.93799999999999994,0.84399999999999997,1.758,1.2050000000000001,0.93799999999999994,0.0,0.0,0.0,0.93799999999999994,0.84399999999999997,1.758,1.2050000000000001,0.93799999999999994,0.0,0.0,0.0,0.93799999999999994,0.84399999999999997,1.758,1.2050000000000001,0.93799999999999994,0.0,0.0,0.0,0.93799999999999994,0.84399999999999997,1.758,1.2050000000000001,0.93799999999999994,0.0,0.0,0.0
754,C9H14N2O,2.6619999999999999,2.875,2.9569999999999999,2.7509999999999999,2.2509999999999999,1.099,0.0,0.0,2.3799999999999999,2.5910000000000002,2.613,2.4260000000000002,2.105,1.099,0.0,0.0,2.6600000000000001,2.8719999999999999,2.9540000000000002,2.7490000000000001,2.25,1.099,0.0,0.0,2.343,2.5539999999999998,2.5710000000000002,2.3849999999999998,2.089,1.099,0.0,0.0,-0.28599999999999998,0.057000000000000002,0.071999999999999995,-0.374,-0.035999999999999997,0.28599999999999998,0.0,0.0,-0.31,0.043999999999999997,0.108,-0.39000000000000001,-0.025999999999999999,0.31,0.0,0.0,-0.28299999999999997,0.058000000000000003,0.068000000000000005,-0.371,-0.036999999999999998,0.28299999999999997,0.0,0.0,-0.31900000000000001,0.034000000000000002,0.122,-0.39300000000000002,-0.021000000000000001,0.31900000000000001,0.0,0.0,1.179,0.78600000000000003,0.95699999999999996,1.45,0.73599999999999999,0.0,0.0,0.0,1.2010000000000001,0.83399999999999996,0.93600000000000005,1.4199999999999999,0.70299999999999996,0.0,0.0,0.0,1.1759999999999999,0.78200000000000003,0.95999999999999996,1.4530000000000001,0.73899999999999999,0.0,0.0,0.0,1.2090000000000001,0.85999999999999999,0.92900000000000005,1.403,0.68600000000000005,0.0,0.0,0.0
755,C6H8O,2.1200000000000001,2.367,1.734,0.84699999999999998,0.0,0.0,0.0,0.0,2.016,2.2000000000000002,1.3919999999999999,0.41299999999999998,0.0,0.0,0.0,0.0,2.1200000000000001,2.3660000000000001,1.732,0.84499999999999997,0.0,0.0,0.0,0.0,2.0089999999999999,2.1869999999999998,1.363,0.375,0.0,0.0,0.0,0.0,0.0,-0.092999999999999999,-0.41699999999999998,-1.0,0.0,0.0,0.0,0.0,0.0,-0.092999999999999999,-0.41699999999999998,-1.0,0.0,0.0,0.0,0.0,0.0,-0.092999999999999999,-0.41699999999999998,-1.0,0.0,0.0,0.0,0.0,0.0,-0.092999999999999999,-0.41699999999999998,-1.0,0.0,0.0,0.0,0.0,0.5,0.77800000000000002,1.75,3.5,0.0,0.0,0.0,0.0,0.5,0.77800000000000002,1.75,3.5,0.0,0.0,0.0,0.0,0.5,0.77800000000000002,1.75,3.5,0.0,0.0,0.0,0.0,0.5,0.77800000000000002,1.75,3.5,0.0,0.0,0.0,0.0
756,C6H12O2,2.1589999999999998,2.3460000000000001,2.0369999999999999,1.992,1.2989999999999999,0.0,0.0,0.0,1.9490000000000001,1.986,1.796,1.3979999999999999,0.70499999999999996,0.0,0.0,0.0,2.1579999999999999,2.343,2.0350000000000001,1.9890000000000001,1.296,0.0,0.0,0.0,1.9330000000000001,1.962,1.776,1.3400000000000001,0.64700000000000002,0.0,0.0,0.0,-0.048000000000000001,0.33300000000000002,-0.111,-0.73299999999999998,-1.0,0.0,0.0,0.0,-0.048000000000000001,0.33300000000000002,-0.111,-0.73299999999999998,-1.0,0.0,0.0,0.0,-0.048000000000000001,0.33300000000000002,-0.111,-0.73299999999999998,-1.0,0.0,0.0,0.0,-0.048000000000000001,0.33300000000000002,-0.111,-0.73299999999999998,-1.0,0.0,0.0,0.0,0.66700000000000004,0.58299999999999996,0.77800000000000002,1.867,2.3330000000000002,0.0,0.0,0.0,0.66700000000000004,0.58299999999999996,0.77800000000000002,1.867,2.3330000000000002,0.0,0.0,0.0,0.66700000000000004,0.58299999999999996,0.77800000000000002,1.867,2.3330000000000002,0.0,0.0,0.0,0.66700000000000004,0.58299999999999996,0.77800000000000002,1.867,2.3330000000000002,0.0,0.0,0.0
757,C11H20O2,2.6389999999999998,2.758,2.7719999999999998,2.512,2.2679999999999998,2.1589999999999998,1.992,1.8460000000000001,2.4449999999999998,2.468,2.4039999999999999,2.202,2.0819999999999999,1.9490000000000001,1.8740000000000001,1.7070000000000001,2.6379999999999999,2.7559999999999998,2.77,2.5099999999999998,2.2669999999999999,2.1579999999999999,1.992,1.845,2.4300000000000002,2.448,2.3730000000000002,2.177,2.0680000000000001,1.9330000000000001,1.865,1.696,-0.114,0.318,-0.36399999999999999,-0.29099999999999998,-0.114,-0.156,-0.014999999999999999,-0.055,-0.114,0.318,-0.36399999999999999,-0.29099999999999998,-0.114,-0.156,-0.014999999999999999,-0.055,-0.114,0.318,-0.36399999999999999,-0.29099999999999998,-0.114,-0.156,-0.014999999999999999,-0.055,-0.114,0.318,-0.36399999999999999,-0.29099999999999998,-0.114,-0.156,-0.014999999999999999,-0.055,0.88600000000000001,0.81799999999999995,1.6359999999999999,1.4179999999999999,0.88600000000000001,1.0129999999999999,0.59099999999999997,0.70899999999999996,0.88600000000000001,0.81799999999999995,1.6359999999999999,1.4179999999999999,0.88600000000000001,1.0129999999999999,0.59099999999999997,0.70899999999999996,0.88600000000000001,0.81799999999999995,1.6359999999999999,1.4179999999999999,0.88600000000000001,1.0129999999999999,0.59099999999999997,0.70899999999999996,0.88600000000000001,0.81799999999999995,1.6359999999999999,1.4179999999999999,0.88600000000000001,1.0129999999999999,0.59099999999999997,0.70899999999999996
758,C7H16OS,2.5390000000000001,2.5390000000000001,2.5390000000000001,2.5310000000000001,1.734,0.84699999999999998,0.0,0.0,2.1619999999999999,2.1619999999999999,2.1619999999999999,1.968,1.3919999999999999,0.41299999999999998,0.0,0.0,2.2490000000000001,2.2490000000000001,2.2490000000000001,2.1779999999999999,1.732,0.84499999999999997,0.0,0.0,2.2770000000000001,2.2770000000000001,2.2770000000000001,2.0609999999999999,1.363,0.375,0.0,0.0,-0.193,-0.193,-0.193,0.0050000000000000001,0.045999999999999999,-0.088999999999999996,0.0,0.0,0.01,0.01,0.01,-0.36499999999999999,-0.34999999999999998,-0.77700000000000002,0.0,0.0,-0.065000000000000002,-0.065000000000000002,-0.065000000000000002,0.039,-0.50600000000000001,-1.202,0.0,0.0,-0.012,-0.012,-0.012,-0.63700000000000001,0.041000000000000002,0.079000000000000001,0.0,0.0,1.159,1.159,1.159,1.0920000000000001,0.089999999999999997,0.17999999999999999,0.0,0.0,0.55600000000000005,0.55600000000000005,0.55600000000000005,1.4470000000000001,2.0880000000000001,4.1749999999999998,0.0,0.0,0.626,0.626,0.626,1.0600000000000001,2.2589999999999999,4.5170000000000003,0.0,0.0,0.79400000000000004,0.79400000000000004,0.79400000000000004,1.7090000000000001,0.83099999999999996,1.663,0.0,0.0
759,C10H16O,2.5899999999999999,2.9089999999999998,2.8130000000000002,2.302,1.609,0.0,0.0,0.0,2.5270000000000001,2.863,2.71,2.02,0.93000000000000005,0.0,0.0,0.0,2.5899999999999999,2.9079999999999999,2.8130000000000002,2.3010000000000002,1.6060000000000001,0.0,0.0,0.0,2.5219999999999998,2.8599999999999999,2.702,1.9970000000000001,0.85999999999999999,0.0,0.0,0.0,0.0080000000000000002,0.035000000000000003,-0.047,-0.313,-1.0,0.0,0.0,0.0,0.0080000000000000002,0.035000000000000003,-0.047,-0.312,-1.0,0.0,0.0,0.0,0.0080000000000000002,0.035000000000000003,-0.047,-0.312,-1.0,0.0,0.0,0.0,0.0080000000000000002,0.035000000000000003,-0.047,-0.313,-1.0,0.0,0.0,0.0,0.45800000000000002,0.32400000000000001,0.73299999999999998,2.0630000000000002,5.5,0.0,0.0,0.0,0.45800000000000002,0.32400000000000001,0.73299999999999998,2.0630000000000002,5.5,0.0,0.0,0.0,0.45800000000000002,0.32400000000000001,0.73299999999999998,2.0630000000000002,5.5,0.0,0.0,0.0,0.45800000000000002,0.32400000000000001,0.73299999999999998,2.0630000000000002,5.5,0.0,0.0,0.0
