molid,identifiere,ZM1,ZM1V,ZM2,ZM2V,Qindex,SNar,HNar,GNar,Xt,Dz,Ram,Pol,LPRS,VDA,MSD,SMTI,SMTIV,GMTI,GMTIV,Xu,SPI,bigW,WA,Har,Har2,QW,TI1,TI2,STN,HyDp,RHyDp,w,ww,Rww,D/D,Wap,WhetZ,Whetm,Whetv,Whete,Whetp,J,JhetZ,Jhetm,Jhetv,Jhete,Jhetp,MAXDN,MAXDP,DELS,TIE,S0K,S1K,S2K,S3K,PHI,BLI,PW2,PW3,PW4,PW5,PJI2,CSI,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,BAC,Lop,ICR,D/Dr03,D/Dr04,D/Dr05,D/Dr06,D/Dr07,D/Dr08,D/Dr09,D/Dr10,D/Dr11,D/Dr12,T(N..N),T(N..O),T(N..S),T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..O),T(O..S),T(O..P),T(O..F),T(O..Cl),T(O..Br),T(O..I),T(S..S),T(S..P),T(S..F),T(S..Cl),T(S..Br),T(S..I),T(P..P),T(P..F),T(P..Cl),T(P..Br),T(P..I),T(F..F),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),T(Br..I),T(I..I)
470,C15H26O2,74.0,168.0,77.0,152.0,6.0,8.8409999999999993,1.5109999999999999,1.6819999999999999,0.33600000000000002,36.0,5.0,19.0,71.736999999999995,69.647000000000006,0.30099999999999999,2170.0,3151.0,1840.0,3645.0,17.433,12.882,592.0,4.3529999999999998,26.173999999999999,47.323999999999998,592.0,-31.172999999999998,4.0030000000000001,0.0,1971.0,30.838999999999999,592.0,1971.0,30.838999999999999,136.0,592.0,519.0,519.09199999999998,692.36000000000001,519.49099999999999,727.83199999999999,4.0739999999999998,4.6500000000000004,4.649,3.403,4.6449999999999996,3.2290000000000001,1.806,4.6399999999999997,15.398,76.328999999999994,65.486999999999995,16.117000000000001,7.444,7.9240000000000004,7.0570000000000004,1.177,0.56799999999999995,0.26900000000000002,0.123,0.050999999999999997,1.0,238.0,132.0,7.7649999999999997,1.4259999999999999,12.92,47.0,385.0,47.0,71.0,2.2989999999999999,2.4689999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,C6H6O3,42.0,164.0,47.0,143.0,6.0,5.375,1.6359999999999999,1.8169999999999999,0.43099999999999999,21.0,3.0,11.0,26.007000000000001,18.222000000000001,0.29099999999999998,349.0,818.0,283.0,1286.0,8.5820000000000007,4.6989999999999998,82.0,2.278,13.472,19.667000000000002,62.0,0.0,0.94999999999999996,1.792,151.0,15.233000000000001,164.0,494.0,5.6050000000000004,20.324000000000002,243.0,60.0,60.020000000000003,90.893000000000001,60.109000000000002,96.805000000000007,2.4129999999999998,3.2909999999999999,3.29,2.2469999999999999,3.2850000000000001,2.125,2.0710000000000002,3.5299999999999998,15.037000000000001,13.151,28.529,6.202,2.1309999999999998,1.0669999999999999,1.468,0.82999999999999996,0.58599999999999997,0.34499999999999997,0.13700000000000001,0.053999999999999999,0.33300000000000002,63.0,33.0,3.6669999999999998,0.44400000000000001,2.4689999999999999,14.0,38.0,8.0,10.0,0.88100000000000001,0.91800000000000004,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,C10H16O,50.0,96.0,55.0,84.0,6.0,6.7619999999999996,1.6919999999999999,1.849,0.38500000000000001,23.0,3.0,13.0,36.975999999999999,29.454999999999998,0.32000000000000001,659.0,989.0,565.0,1205.0,11.128,6.0300000000000002,162.0,2.9449999999999998,16.728999999999999,25.919,127.667,0.0,1.9510000000000001,1.792,390.0,19.114000000000001,258.0,822.0,9.4710000000000001,37.505000000000003,407.0,144.0,144.006,156.03899999999999,144.03399999999999,158.50200000000001,2.2429999999999999,2.5059999999999998,2.5059999999999998,2.3650000000000002,2.5049999999999999,2.339,1.2609999999999999,2.8250000000000002,8.0090000000000003,15.523,38.054000000000002,8.5370000000000008,3.7240000000000002,2.1930000000000001,2.8900000000000001,1.1399999999999999,0.56399999999999995,0.32200000000000001,0.13900000000000001,0.070999999999999994,0.75,113.0,59.0,5.3639999999999999,1.1240000000000001,5.6689999999999996,23.0,71.0,19.0,14.0,1.2729999999999999,1.9359999999999999,0.0,0.0,0.0,34.704999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,C10H20O,52.0,76.0,58.0,70.0,7.0,6.4740000000000002,1.6100000000000001,1.8009999999999999,0.39300000000000002,23.0,4.0,14.0,36.164000000000001,27.273,0.28899999999999998,611.0,755.0,513.0,741.0,10.833,6.6379999999999999,150.0,2.7269999999999999,17.106000000000002,26.600000000000001,119.0,0.0,1.6020000000000001,1.792,327.0,19.629000000000001,260.0,832.0,9.2530000000000001,35.276000000000003,399.0,147.5,147.506,159.53899999999999,147.53399999999999,162.00200000000001,2.4369999999999998,2.4710000000000001,2.4710000000000001,2.3210000000000002,2.4710000000000001,2.294,1.3620000000000001,3.71,8.7400000000000002,20.222000000000001,36.054000000000002,9.0519999999999996,3.5739999999999998,2.1949999999999998,2.9409999999999998,1.306,0.58699999999999997,0.32600000000000001,0.159,0.067000000000000004,1.0,95.0,50.0,4.5449999999999999,0.95899999999999996,4.5289999999999999,20.0,80.0,16.0,18.0,1.1599999999999999,1.9359999999999999,0.0,0.0,0.0,34.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,C10H20O,54.0,78.0,61.0,73.0,8.0,6.3559999999999999,1.5900000000000001,1.782,0.39700000000000002,23.0,4.0,15.0,35.732999999999997,26.181999999999999,0.27400000000000002,589.0,745.0,489.0,741.0,10.695,6.4459999999999997,144.0,2.6179999999999999,17.388999999999999,27.050000000000001,116.0,0.0,1.5389999999999999,1.792,299.0,20.0,248.0,767.0,9.7859999999999996,35.942999999999998,373.0,141.5,141.506,153.53899999999999,141.53399999999999,156.00200000000001,2.5529999999999999,2.5880000000000001,2.5880000000000001,2.431,2.5870000000000002,2.403,1.365,3.4940000000000002,8.6460000000000008,20.195,36.054000000000002,9.0519999999999996,3.1400000000000001,1.9570000000000001,2.5840000000000001,1.2889999999999999,0.60299999999999998,0.34200000000000003,0.14099999999999999,0.066000000000000003,0.66700000000000004,87.0,46.0,4.1820000000000004,0.59499999999999997,4.0170000000000003,18.0,90.0,15.0,18.0,1.1599999999999999,1.4950000000000001,0.0,0.0,0.0,34.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,C12H22O2,68.0,142.0,76.0,128.0,9.0,8.1479999999999997,1.6000000000000001,1.79,0.34999999999999998,30.0,5.0,19.0,52.427,43.143000000000001,0.27600000000000002,1194.0,1756.0,1036.0,2023.0,13.956,9.0909999999999993,302.0,3.319,22.792000000000002,38.188000000000002,256.5,0.0,2.4049999999999998,1.792,783.0,26.59,466.0,1657.0,15.362,64.030000000000001,732.0,275.625,275.67599999999999,371.334,275.89600000000002,390.91699999999997,2.5070000000000001,2.7250000000000001,2.7240000000000002,2.0579999999999998,2.722,1.9630000000000001,1.8029999999999999,3.871,13.003,29.559000000000001,51.302999999999997,11.710000000000001,4.4370000000000003,3.077,3.7120000000000002,1.202,0.59399999999999997,0.316,0.14099999999999999,0.072999999999999995,0.75,152.0,80.0,5.7140000000000004,0.89800000000000002,7.306,32.0,156.0,26.0,31.0,1.4750000000000001,1.95,0.0,0.0,0.0,47.429000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,C15H28O2,80.0,154.0,88.0,141.0,9.0,10.057,1.619,1.8069999999999999,0.315,36.0,6.0,22.0,70.159000000000006,63.293999999999997,0.27000000000000002,2103.0,2742.0,1883.0,2994.0,17.0,11.75,538.0,3.956,28.050999999999998,49.994999999999997,481.0,0.0,3.2170000000000001,1.792,1618.0,33.055999999999997,804.0,3373.0,20.957999999999998,98.971999999999994,1261.0,494.0,494.09199999999998,667.36000000000001,494.49099999999999,702.83199999999999,2.5089999999999999,2.7429999999999999,2.7429999999999999,1.9930000000000001,2.7400000000000002,1.889,1.6759999999999999,4.774,15.692,46.219999999999999,65.486999999999995,14.696,6.5369999999999999,4.79,5.6509999999999998,1.252,0.57899999999999996,0.29599999999999999,0.159,0.079000000000000001,1.0,219.0,114.0,6.7060000000000004,1.052,10.9,43.0,345.0,43.0,44.0,1.855,2.1160000000000001,0.0,0.0,0.0,61.551000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,C8H10O2,46.0,138.0,51.0,127.0,6.0,6.0679999999999996,1.667,1.835,0.40600000000000003,22.0,3.0,12.0,31.178999999999998,23.0,0.29699999999999999,476.0,888.0,396.0,1191.0,9.7959999999999994,5.3769999999999998,115.0,2.556,15.141,22.850000000000001,89.667000000000002,0.0,1.3400000000000001,1.792,236.0,17.233000000000001,211.0,662.0,7.266,27.300000000000001,320.0,82.5,82.522000000000006,123.432,82.616,131.80699999999999,2.3759999999999999,3.359,3.3580000000000001,2.3879999999999999,3.355,2.258,1.4790000000000001,3.1099999999999999,8.9710000000000001,11.077999999999999,33.219000000000001,7.2519999999999998,2.8180000000000001,1.5669999999999999,2.0430000000000001,0.92200000000000004,0.56699999999999995,0.33300000000000002,0.161,0.082000000000000003,0.66700000000000004,80.0,42.0,4.2000000000000002,0.64000000000000001,3.6000000000000001,17.0,60.0,14.0,11.0,1.1850000000000001,1.522,0.0,0.0,0.0,30.190000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,C11H14O2,58.0,166.0,62.0,144.0,6.0,8.1479999999999997,1.7330000000000001,1.8720000000000001,0.34999999999999998,28.0,3.0,14.0,48.802999999999997,43.692,0.33800000000000002,1137.0,2001.0,1015.0,2941.0,13.571,7.1609999999999996,284.0,3.641,19.888000000000002,32.302,237.333,0.0,3.0489999999999999,1.792,837.0,22.870999999999999,404.0,1461.0,13.131,57.965000000000003,652.0,228.0,228.02500000000001,276.15600000000001,228.136,286.00900000000001,2.1019999999999999,2.6280000000000001,2.6280000000000001,2.2519999999999998,2.6259999999999999,2.1899999999999999,1.4339999999999999,3.7149999999999999,10.487,19.268000000000001,44.106000000000002,9.9410000000000007,4.7789999999999999,3.387,3.6549999999999998,1.0029999999999999,0.55300000000000005,0.28599999999999998,0.13100000000000001,0.080000000000000002,0.80000000000000004,173.0,90.0,6.923,1.3140000000000001,8.5440000000000005,32.0,152.0,29.0,16.0,1.758,2.2949999999999999,0.0,0.0,0.0,44.164999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,C9H10O2,50.0,150.0,56.0,141.0,6.0,6.7619999999999996,1.6919999999999999,1.849,0.38500000000000001,24.0,3.0,14.0,36.43,28.0,0.29699999999999999,625.0,1179.0,529.0,1691.0,10.936999999999999,5.9480000000000004,154.0,2.7999999999999998,16.873999999999999,26.25,122.667,0.0,1.5680000000000001,1.792,344.0,19.329000000000001,266.0,864.0,8.9440000000000008,34.954999999999998,411.0,110.167,110.191,155.91399999999999,110.29600000000001,165.27500000000001,2.3740000000000001,3.3410000000000002,3.3410000000000002,2.4980000000000002,3.3380000000000001,2.379,1.516,3.1709999999999998,10.319000000000001,13.391999999999999,38.054000000000002,7.984,3.3260000000000001,1.6679999999999999,2.4140000000000001,0.89200000000000002,0.55500000000000005,0.34399999999999997,0.16600000000000001,0.085999999999999993,1.0,101.0,53.0,4.8179999999999996,0.77700000000000002,4.9089999999999998,21.0,77.0,18.0,14.0,1.2729999999999999,1.8680000000000001,0.0,0.0,0.0,34.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,C9H10O,46.0,122.0,50.0,114.0,6.0,6.0679999999999996,1.667,1.835,0.40600000000000003,21.0,3.0,11.0,31.600999999999999,24.0,0.316,498.0,872.0,420.0,1142.0,9.9499999999999993,5.4480000000000004,120.0,2.6669999999999998,15.023,22.600000000000001,93.332999999999998,0.0,1.74,1.792,262.0,17.062000000000001,204.0,628.0,7.7859999999999996,29.314,314.0,90.375,90.378,95.792000000000002,90.390000000000001,96.900999999999996,2.2599999999999998,3.0329999999999999,3.0329999999999999,2.899,3.0329999999999999,2.8730000000000002,1.542,3.7570000000000001,7.5209999999999999,11.798,29.219000000000001,7.0090000000000003,2.653,1.6859999999999999,1.8600000000000001,0.98299999999999998,0.57699999999999996,0.307,0.129,0.071999999999999995,1.0,88.0,46.0,4.5999999999999996,1.0,4.0,18.0,60.0,14.0,11.0,1.1850000000000001,1.9710000000000001,0.0,0.0,0.0,30.513999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,C9H10O3,54.0,194.0,60.0,166.0,6.0,7.4550000000000001,1.714,1.861,0.36599999999999999,27.0,3.0,15.0,42.390000000000001,35.0,0.316,844.0,1700.0,734.0,2668.0,12.237,6.5220000000000002,210.0,3.1819999999999999,18.469999999999999,29.420000000000002,169.5,0.0,2.214,1.792,541.0,21.225000000000001,318.0,1051.0,11.375999999999999,46.933,506.0,152.625,152.66800000000001,233.887,152.85499999999999,250.51499999999999,2.254,3.0990000000000002,3.0990000000000002,2.1720000000000002,3.0950000000000002,2.048,2.0019999999999998,3.9500000000000002,12.821,15.103,39.020000000000003,8.9109999999999996,3.9980000000000002,2.149,2.9689999999999999,0.875,0.55300000000000005,0.33600000000000002,0.14799999999999999,0.072999999999999995,1.0,138.0,72.0,6.0,1.167,6.8330000000000002,26.0,108.0,24.0,15.0,1.528,2.2919999999999998,0.0,0.0,0.0,39.133000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,C8H10O,40.0,106.0,44.0,101.0,5.0,5.6630000000000003,1.742,1.8759999999999999,0.41999999999999998,19.0,2.0,10.0,26.405000000000001,19.111000000000001,0.309,365.0,612.0,303.0,730.0,8.7729999999999997,4.0140000000000002,86.0,2.3889999999999998,13.214,19.283000000000001,66.667000000000002,0.0,1.3580000000000001,1.792,167.0,14.9,166.0,515.0,5.7869999999999999,21.052,247.0,61.832999999999998,61.847000000000001,88.319000000000003,61.908000000000001,93.738,2.2970000000000002,3.2370000000000001,3.2360000000000002,2.3849999999999998,3.234,2.2669999999999999,0.71099999999999997,1.5449999999999999,3.1960000000000002,6.4779999999999998,26.529,6.3040000000000003,2.6469999999999998,1.2989999999999999,1.8540000000000001,0.97999999999999998,0.54900000000000004,0.33300000000000002,0.159,0.063,0.66700000000000004,67.0,35.0,3.8889999999999998,0.59299999999999997,2.79,14.0,46.0,12.0,6.0,1.1870000000000001,1.53,0.0,0.0,0.0,26.324000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,C8H10O,40.0,106.0,43.0,100.0,5.0,5.6630000000000003,1.742,1.8759999999999999,0.41999999999999998,19.0,2.0,9.0,26.798999999999999,20.0,0.33100000000000002,381.0,636.0,319.0,762.0,8.9090000000000007,4.1760000000000002,90.0,2.5,13.108000000000001,19.067,68.0,0.0,1.544,1.792,187.0,14.747999999999999,162.0,487.0,5.8380000000000001,22.123999999999999,247.0,64.5,64.513999999999996,90.986000000000004,64.575000000000003,96.405000000000001,2.1800000000000002,3.089,3.0880000000000001,2.3109999999999999,3.0859999999999999,2.2000000000000002,0.749,1.4690000000000001,3.1549999999999998,6.2519999999999998,24.529,6.3040000000000003,2.6469999999999998,1.542,1.8540000000000001,0.97799999999999998,0.55200000000000005,0.308,0.13600000000000001,0.078,1.0,77.0,40.0,4.444,0.93799999999999994,3.3330000000000002,16.0,36.0,12.0,6.0,1.1870000000000001,1.9750000000000001,0.0,0.0,0.0,26.324000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,C8H9NO2,50.0,166.0,56.0,149.0,6.0,6.7619999999999996,1.6919999999999999,1.849,0.38500000000000001,24.5,3.0,14.0,36.305999999999997,27.635999999999999,0.29099999999999998,621.0,1245.0,529.0,1885.0,10.922000000000001,5.7610000000000001,152.0,2.7639999999999998,16.908000000000001,26.332999999999998,126.0,0.0,1.887,1.792,333.0,19.381,264.0,881.0,9.5790000000000006,35.726999999999997,397.0,111.988,112.01000000000001,157.536,112.15000000000001,167.274,2.4020000000000001,3.2480000000000002,3.2469999999999999,2.448,3.2440000000000002,2.3279999999999998,2.0670000000000002,3.9319999999999999,12.853,14.795,38.054000000000002,7.9199999999999999,3.2799999999999998,1.6379999999999999,2.3620000000000001,0.86799999999999999,0.56000000000000005,0.34200000000000003,0.16600000000000001,0.072999999999999995,1.0,99.0,52.0,4.7270000000000003,0.71099999999999997,4.3970000000000002,19.0,95.0,19.0,12.0,1.4550000000000001,1.79,0.0,0.0,0.0,34.942999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,C10H12O2,54.0,160.0,58.0,145.0,6.0,7.4550000000000001,1.714,1.861,0.36599999999999999,26.0,3.0,13.0,42.380000000000003,34.832999999999998,0.311,850.0,1536.0,750.0,2228.0,12.257999999999999,6.3129999999999997,209.0,3.1669999999999998,18.382000000000001,29.302,180.5,0.0,2.6680000000000001,1.792,526.0,21.109999999999999,317.0,1096.0,12.141,48.097999999999999,478.0,160.375,160.416,238.02600000000001,160.595,253.91399999999999,2.2429999999999999,2.911,2.9100000000000001,1.9950000000000001,2.907,1.877,1.911,3.605,10.205,15.750999999999999,39.020000000000003,8.9489999999999998,4.0270000000000001,2.7919999999999998,3.0030000000000001,0.97999999999999998,0.55700000000000005,0.28699999999999998,0.151,0.074999999999999997,0.75,129.0,67.0,5.5830000000000002,0.91700000000000004,5.5279999999999996,25.0,118.0,20.0,13.0,1.6950000000000001,1.9590000000000001,0.0,0.0,0.0,40.298000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,C12H16O2,62.0,168.0,67.0,155.0,6.0,8.8409999999999993,1.75,1.8799999999999999,0.33600000000000002,30.0,3.0,16.0,53.908000000000001,48.0,0.312,1348.0,2186.0,1220.0,2970.0,14.475,7.1929999999999996,336.0,3.6920000000000002,21.774000000000001,36.377000000000002,301.16699999999997,0.0,3.3479999999999999,1.792,976.0,25.215,468.0,1762.0,16.100999999999999,70.727000000000004,702.0,271.625,271.68799999999999,391.41199999999998,271.964,415.92200000000003,2.2120000000000002,2.7469999999999999,2.746,1.879,2.7429999999999999,1.7669999999999999,1.788,4.2050000000000001,11.885,23.911999999999999,49.302999999999997,10.935,5.5590000000000002,3.6440000000000001,4.3419999999999996,1.0669999999999999,0.54300000000000004,0.30099999999999999,0.157,0.072999999999999995,0.80000000000000004,191.0,98.0,7.0,1.0,8.0,34.0,196.0,36.0,15.0,2.1080000000000001,2.2709999999999999,0.0,0.0,0.0,49.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,C11H14O2,58.0,164.0,63.0,151.0,6.0,8.1479999999999997,1.7330000000000001,1.8720000000000001,0.34999999999999998,28.0,3.0,15.0,47.999000000000002,40.923000000000002,0.31,1073.0,1827.0,959.0,2557.0,13.352,6.7530000000000001,266.0,3.4100000000000001,20.108000000000001,32.863,234.333,0.0,2.9830000000000001,1.792,716.0,23.204000000000001,386.0,1388.0,14.15,58.853999999999999,581.0,209.5,209.55199999999999,308.21899999999999,209.78,328.41800000000001,2.2389999999999999,2.8439999999999999,2.8439999999999999,1.9299999999999999,2.8399999999999999,1.8129999999999999,1.823,3.9729999999999999,11.24,19.978999999999999,44.106000000000002,9.9410000000000007,4.7789999999999999,2.9969999999999999,3.6549999999999998,1.034,0.55200000000000005,0.312,0.14599999999999999,0.074999999999999997,1.0,157.0,81.0,6.2309999999999999,1.018,6.8399999999999999,29.0,155.0,28.0,14.0,1.911,2.2000000000000002,0.0,0.0,0.0,45.054000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,C13H18O2,72.0,180.0,79.0,164.0,9.0,8.8409999999999993,1.6220000000000001,1.8029999999999999,0.33600000000000002,32.0,5.0,19.0,59.395000000000003,53.600000000000001,0.30599999999999999,1585.0,2587.0,1409.0,3451.0,15.324999999999999,9.8740000000000006,402.0,3.8290000000000002,24.23,41.182000000000002,334.0,0.0,2.9860000000000002,1.792,1230.0,28.256,546.0,1974.0,17.706,81.162999999999997,901.0,327.25,327.27999999999997,383.83300000000003,327.41000000000003,395.41000000000003,2.298,2.8500000000000001,2.8490000000000002,2.5139999999999998,2.8479999999999999,2.456,1.8620000000000001,4.0410000000000004,11.592000000000001,27.771000000000001,49.847999999999999,11.929,4.5839999999999996,3.484,3.6459999999999999,1.0189999999999999,0.58899999999999997,0.30599999999999999,0.125,0.066000000000000003,0.80000000000000004,205.0,107.0,7.133,1.3420000000000001,10.32,41.0,189.0,36.0,32.0,1.6970000000000001,2.2890000000000001,0.0,0.0,0.0,52.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,C5H10O,20.0,60.0,19.0,38.0,1.0,2.4849999999999999,1.385,1.5129999999999999,0.63400000000000001,13.0,1.0,4.0,13.868,10.333,0.41399999999999998,114.0,228.0,69.0,192.0,5.6139999999999999,3.484,31.0,2.0670000000000002,6.7569999999999997,9.0830000000000002,31.0,-4.9089999999999998,1.7450000000000001,0.0,54.0,7.4329999999999998,31.0,54.0,7.4329999999999998,15.0,31.0,27.875,27.876999999999999,30.885000000000002,27.884,31.501000000000001,2.754,3.024,3.024,2.7629999999999999,3.0230000000000001,2.7160000000000002,1.079,2.7360000000000002,5.4720000000000004,7.508,15.51,5.6749999999999998,2.8889999999999998,2.6749999999999998,2.7330000000000001,1.357,0.51100000000000001,0.28100000000000003,0.048000000000000001,0.0,1.0,29.0,19.0,3.1669999999999998,0.55600000000000005,2.0,7.0,20.0,6.0,14.0,1.4590000000000001,1.4590000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
