molid,identifiere,ZM1,ZM1V,ZM2,ZM2V,Qindex,SNar,HNar,GNar,Xt,Dz,Ram,Pol,LPRS,VDA,MSD,SMTI,SMTIV,GMTI,GMTIV,Xu,SPI,bigW,WA,Har,Har2,QW,TI1,TI2,STN,HyDp,RHyDp,w,ww,Rww,D/D,Wap,WhetZ,Whetm,Whetv,Whete,Whetp,J,JhetZ,Jhetm,Jhetv,Jhete,Jhetp,MAXDN,MAXDP,DELS,TIE,S0K,S1K,S2K,S3K,PHI,BLI,PW2,PW3,PW4,PW5,PJI2,CSI,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,BAC,Lop,ICR,D/Dr03,D/Dr04,D/Dr05,D/Dr06,D/Dr07,D/Dr08,D/Dr09,D/Dr10,D/Dr11,D/Dr12,T(N..N),T(N..O),T(N..S),T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..O),T(O..S),T(O..P),T(O..F),T(O..Cl),T(O..Br),T(O..I),T(S..S),T(S..P),T(S..F),T(S..Cl),T(S..Br),T(S..I),T(P..P),T(P..F),T(P..Cl),T(P..Br),T(P..I),T(F..F),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),T(Br..I),T(I..I)
243,C10H18O2,44.0,128.0,43.0,102.0,1.0,6.6440000000000001,1.6359999999999999,1.74,0.38800000000000001,26.0,1.0,10.0,45.177,44.167000000000002,0.40699999999999997,972.0,1538.0,807.0,1737.0,13.109,6.8890000000000002,265.0,4.0149999999999997,16.07,26.02,265.0,-20.027999999999999,4.3419999999999996,0.0,854.0,18.338000000000001,265.0,854.0,18.338000000000001,66.0,265.0,230.375,230.42400000000001,322.47199999999998,230.636,341.31700000000001,2.9740000000000002,3.427,3.4260000000000002,2.3839999999999999,3.423,2.246,1.8939999999999999,3.7669999999999999,10.657,27.759,43.020000000000003,11.377000000000001,8.4730000000000008,8.3770000000000007,8.0329999999999995,1.2549999999999999,0.49399999999999999,0.25,0.11799999999999999,0.049000000000000002,1.0,165.0,93.0,7.75,1.292,8.1669999999999998,33.0,134.0,30.0,26.0,2.5219999999999998,2.5219999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,C11H20O2,50.0,134.0,49.0,107.0,2.0,7.0490000000000004,1.5920000000000001,1.72,0.377,28.0,2.0,11.0,50.603000000000002,50.154000000000003,0.39000000000000001,1198.0,1812.0,1004.0,2062.0,14.093999999999999,8.3079999999999998,326.0,4.1790000000000003,17.931999999999999,29.699000000000002,326.0,-22.664999999999999,4.5149999999999997,0.0,1087.0,20.59,326.0,1087.0,20.59,78.0,326.0,282.5,282.55700000000002,390.85000000000002,282.80700000000002,413.01999999999998,3.1190000000000002,3.6120000000000001,3.6110000000000002,2.54,3.6080000000000001,2.395,1.75,4.04,11.564,37.338000000000001,46.106000000000002,12.377000000000001,7.9969999999999999,9.2899999999999991,7.6130000000000004,1.2430000000000001,0.51900000000000002,0.23799999999999999,0.11700000000000001,0.047,1.0,184.0,103.0,7.923,1.325,9.1120000000000001,37.0,171.0,36.0,33.0,2.4700000000000002,2.5070000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,C10H16O,52.0,108.0,58.0,99.0,7.0,6.4740000000000002,1.6100000000000001,1.8009999999999999,0.39300000000000002,23.0,4.0,14.0,36.164000000000001,27.273,0.28899999999999998,611.0,883.0,513.0,951.0,10.833,6.6379999999999999,150.0,2.7269999999999999,17.106000000000002,26.600000000000001,119.0,0.0,1.6020000000000001,1.792,327.0,19.629000000000001,260.0,832.0,9.2530000000000001,35.276000000000003,399.0,131.75,131.75299999999999,137.76900000000001,131.767,139.001,2.4369999999999998,2.758,2.758,2.657,2.758,2.6379999999999999,1.288,4.3879999999999999,9.2050000000000001,18.381,36.054000000000002,8.5120000000000005,3.2090000000000001,1.921,2.4830000000000001,1.1739999999999999,0.58699999999999997,0.32600000000000001,0.159,0.067000000000000004,1.0,95.0,50.0,4.5449999999999999,0.95899999999999996,4.5289999999999999,20.0,80.0,16.0,18.0,1.1599999999999999,1.9359999999999999,0.0,0.0,0.0,34.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,C7H14O2,38.0,112.0,37.0,94.0,4.0,3.871,1.367,1.5369999999999999,0.50800000000000001,20.0,3.0,7.0,27.172000000000001,20.888999999999999,0.34100000000000003,342.0,607.0,240.0,591.0,8.9589999999999996,6.2869999999999999,94.0,2.6110000000000002,12.085000000000001,18.183,94.0,-9.6170000000000009,2.359,0.0,198.0,13.733000000000001,94.0,198.0,13.733000000000001,36.0,94.0,79.0,79.028000000000006,131.971,79.150000000000006,142.81,3.4670000000000001,4.1820000000000004,4.1799999999999997,2.3690000000000002,4.173,2.1779999999999999,1.8029999999999999,3.605,10.106,19.321000000000002,23.774000000000001,8.6359999999999992,2.9729999999999999,5.508,2.8530000000000002,1.1899999999999999,0.58099999999999996,0.22900000000000001,0.098000000000000004,0.032000000000000001,0.66700000000000004,63.0,38.0,4.2220000000000004,0.69099999999999995,3.4809999999999999,15.0,53.0,13.0,33.0,1.4359999999999999,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,C11H20O4,60.0,208.0,62.0,165.0,3.0,8.1479999999999997,1.579,1.7210000000000001,0.34999999999999998,34.0,3.0,16.0,60.969999999999999,59.732999999999997,0.33900000000000002,1642.0,2850.0,1386.0,3724.0,15.82,10.022,448.0,4.2670000000000003,21.859999999999999,38.020000000000003,448.0,-26.847000000000001,4.1890000000000001,0.0,1494.0,25.454999999999998,448.0,1494.0,25.454999999999998,105.0,448.0,381.0,381.13499999999999,636.22400000000005,381.72300000000001,688.447,3.6230000000000002,4.2839999999999998,4.2830000000000004,2.4980000000000002,4.2759999999999998,2.302,2.1320000000000001,4.258,22.210999999999999,61.904000000000003,58.603000000000002,14.273,8.5709999999999997,7.2309999999999999,8.1549999999999994,1.173,0.52900000000000003,0.28299999999999997,0.13,0.058999999999999997,0.83299999999999996,225.0,125.0,8.3330000000000002,1.4219999999999999,11.279999999999999,42.0,266.0,46.0,45.0,2.4660000000000002,2.5230000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,C11H20O4,60.0,208.0,62.0,165.0,3.0,8.1479999999999997,1.579,1.7210000000000001,0.34999999999999998,34.0,3.0,16.0,60.969999999999999,59.732999999999997,0.33900000000000002,1642.0,2850.0,1386.0,3724.0,15.82,10.022,448.0,4.2670000000000003,21.859999999999999,38.020000000000003,448.0,-26.847000000000001,4.1890000000000001,0.0,1494.0,25.454999999999998,448.0,1494.0,25.454999999999998,105.0,448.0,381.0,381.13499999999999,636.22400000000005,381.72300000000001,688.447,3.6230000000000002,4.2839999999999998,4.2830000000000004,2.4980000000000002,4.2759999999999998,2.302,2.1320000000000001,4.258,22.210999999999999,61.904000000000003,58.603000000000002,14.273,8.5709999999999997,7.2309999999999999,8.1549999999999994,1.173,0.52900000000000003,0.28299999999999997,0.13,0.058999999999999997,0.83299999999999996,225.0,125.0,8.3330000000000002,1.4219999999999999,11.279999999999999,42.0,266.0,46.0,45.0,2.4660000000000002,2.5230000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,C11H22O2,48.0,122.0,47.0,96.0,1.0,7.3369999999999997,1.6599999999999999,1.758,0.36899999999999999,28.0,1.0,11.0,50.884,51.384999999999998,0.40000000000000002,1228.0,1731.0,1036.0,1823.0,14.214,7.3380000000000001,334.0,4.282,17.68,29.280999999999999,334.0,-23.221,4.5289999999999999,0.0,1140.0,20.257999999999999,334.0,1140.0,20.257999999999999,78.0,334.0,306.0,306.05599999999998,411.94200000000001,306.30000000000001,433.61900000000003,3.0529999999999999,3.3530000000000002,3.3519999999999999,2.4279999999999999,3.3490000000000002,2.2999999999999998,1.6899999999999999,4.0590000000000002,11.768000000000001,38.332000000000001,48.106000000000002,12.635999999999999,9.7219999999999995,9.5510000000000002,9.4499999999999993,1.3660000000000001,0.495,0.246,0.113,0.057000000000000002,0.83299999999999996,195.0,109.0,8.3849999999999998,1.4910000000000001,9.9529999999999994,37.0,187.0,36.0,29.0,2.5649999999999999,2.5649999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,C11H22O2,48.0,122.0,47.0,96.0,1.0,7.3369999999999997,1.6599999999999999,1.758,0.36899999999999999,28.0,1.0,11.0,50.884,51.384999999999998,0.40000000000000002,1228.0,1739.0,1036.0,1839.0,14.214,7.3380000000000001,334.0,4.282,17.68,29.280999999999999,334.0,-23.221,4.5289999999999999,0.0,1140.0,20.257999999999999,334.0,1140.0,20.257999999999999,78.0,334.0,307.5,307.55200000000002,406.21899999999999,307.77999999999997,426.41800000000001,3.0529999999999999,3.327,3.3260000000000001,2.484,3.3239999999999998,2.363,1.6899999999999999,4.0590000000000002,11.682,38.228000000000002,48.106000000000002,12.635999999999999,9.7219999999999995,9.5510000000000002,9.4499999999999993,1.3660000000000001,0.495,0.246,0.113,0.057000000000000002,0.83299999999999996,195.0,109.0,8.3849999999999998,1.4910000000000001,9.9529999999999994,37.0,187.0,36.0,29.0,2.5649999999999999,2.5649999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,C11H22O2,50.0,124.0,50.0,100.0,2.0,7.0490000000000004,1.5920000000000001,1.72,0.377,28.0,2.0,12.0,50.777000000000001,50.768999999999998,0.39600000000000002,1214.0,1751.0,1020.0,1875.0,14.134,8.3119999999999994,330.0,4.2309999999999999,17.93,29.643000000000001,330.0,-22.943000000000001,4.694,0.0,1118.0,20.577999999999999,330.0,1118.0,20.577999999999999,78.0,330.0,302.0,302.05599999999998,407.94200000000001,302.30000000000001,429.61900000000003,3.0680000000000001,3.3650000000000002,3.3650000000000002,2.4369999999999998,3.3620000000000001,2.3090000000000002,1.74,4.0090000000000003,11.494999999999999,39.816000000000003,46.106000000000002,12.635999999999999,8.2439999999999998,7.9800000000000004,8.0139999999999993,1.337,0.52600000000000002,0.26800000000000002,0.095000000000000001,0.044999999999999998,1.0,186.0,104.0,8.0,1.385,9.1359999999999992,38.0,166.0,36.0,33.0,2.4700000000000002,2.5070000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,C6H10O2,30.0,114.0,30.0,82.0,2.0,3.5840000000000001,1.4119999999999999,1.5649999999999999,0.52800000000000002,18.0,2.0,7.0,22.713000000000001,17.5,0.371,254.0,554.0,175.0,629.0,7.9779999999999998,5.1970000000000001,70.0,2.5,10.108000000000001,14.733000000000001,70.0,-8.1189999999999998,2.2290000000000001,0.0,143.0,11.367000000000001,70.0,143.0,11.367000000000001,28.0,70.0,61.25,61.253999999999998,69.677000000000007,61.274000000000001,71.402000000000001,3.1709999999999998,3.5840000000000001,3.5840000000000001,3.1840000000000002,3.5830000000000002,3.1150000000000002,1.994,3.3929999999999998,13.154999999999999,19.364999999999998,24.0,7.351,3.3650000000000002,3.0880000000000001,3.0920000000000001,1.165,0.54200000000000004,0.28799999999999998,0.091999999999999998,0.032000000000000001,0.66700000000000004,54.0,33.0,4.125,0.65600000000000003,3.125,12.0,44.0,12.0,24.0,1.5,1.5609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,C7H10N2,40.0,106.0,44.0,109.0,5.0,5.6630000000000003,1.742,1.8759999999999999,0.41999999999999998,19.0,2.0,10.0,26.405000000000001,19.111000000000001,0.309,365.0,606.0,303.0,698.0,8.7729999999999997,4.0140000000000002,86.0,2.3889999999999998,13.214,19.283000000000001,66.667000000000002,0.0,1.3580000000000001,1.792,167.0,14.9,166.0,515.0,5.7869999999999999,21.052,247.0,63.905000000000001,63.908000000000001,77.870999999999995,64.022999999999996,81.733000000000004,2.2970000000000002,3.1880000000000002,3.1880000000000002,2.5640000000000001,3.181,2.4350000000000001,0.625,1.1339999999999999,4.6040000000000001,6.8490000000000002,28.529,6.2149999999999999,2.5830000000000002,1.2569999999999999,1.784,1.036,0.54900000000000004,0.33300000000000002,0.159,0.063,0.66700000000000004,67.0,35.0,3.8889999999999998,0.59299999999999997,2.79,14.0,46.0,12.0,6.0,1.1870000000000001,1.53,0.0,0.0,0.0,26.324000000000002,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,C2H4O,6.0,46.0,4.0,21.0,0.0,0.69299999999999995,1.2,1.26,1.2010000000000001,7.0,0.0,0.0,2.8900000000000001,2.6669999999999998,0.57699999999999996,16.0,73.0,6.0,33.0,1.655,1.177,4.0,1.333,2.25,2.5,4.0,-1.409,1.333,0.0,5.0,2.3330000000000002,4.0,5.0,2.3330000000000002,3.0,4.0,2.75,2.7509999999999999,3.9540000000000002,2.7530000000000001,4.2000000000000002,1.633,2.3959999999999999,2.395,1.6519999999999999,2.3929999999999998,1.5549999999999999,1.25,1.806,3.6110000000000002,0.65000000000000002,4.7549999999999999,2.6749999999999998,1.675,2.0,1.494,1.22,0.33300000000000002,0.0,0.0,0.0,1.0,6.0,5.0,1.667,0.44400000000000001,0.44400000000000001,2.0,2.0,1.0,5.0,0.91800000000000004,0.91800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,C13H20O2,64.0,160.0,67.0,141.0,5.0,9.8219999999999992,1.837,1.925,0.31900000000000001,32.0,2.0,15.0,61.509999999999998,61.600000000000001,0.35399999999999998,1859.0,2752.0,1733.0,3588.0,15.991,6.5380000000000003,462.0,4.4000000000000004,22.777000000000001,38.473999999999997,424.0,0.0,4.5490000000000004,1.792,1611.0,26.273,606.0,2607.0,17.491,84.701999999999998,919.0,378.5,378.62099999999998,607.23900000000003,379.14800000000002,654.04200000000003,1.944,2.375,2.3740000000000001,1.4810000000000001,2.371,1.377,1.423,2.0259999999999998,8.7430000000000003,20.585999999999999,54.603000000000002,12.214,7.4370000000000003,5.5529999999999999,6.0549999999999997,1.119,0.52700000000000002,0.27800000000000002,0.13700000000000001,0.071999999999999995,0.83299999999999996,254.0,129.0,8.5999999999999996,1.3600000000000001,10.372999999999999,46.0,234.0,44.0,12.0,2.4710000000000001,2.556,0.0,0.0,0.0,55.902000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,C9H10O2,50.0,158.0,55.0,140.0,6.0,6.7619999999999996,1.6919999999999999,1.849,0.38500000000000001,24.0,3.0,13.0,36.975999999999999,29.454999999999998,0.32000000000000001,659.0,1259.0,565.0,1851.0,11.128,6.0300000000000002,162.0,2.9449999999999998,16.728999999999999,25.919,127.667,0.0,1.9510000000000001,1.792,390.0,19.114000000000001,258.0,822.0,9.4710000000000001,37.505000000000003,407.0,118.75,118.771,158.47800000000001,118.863,166.607,2.2429999999999999,3.0790000000000002,3.0790000000000002,2.431,3.077,2.3330000000000002,1.5900000000000001,3.8039999999999998,10.484,13.757999999999999,34.054000000000002,7.9589999999999996,3.3079999999999998,1.887,2.3929999999999998,0.92400000000000004,0.56399999999999995,0.32200000000000001,0.13900000000000001,0.070999999999999994,0.75,113.0,59.0,5.3639999999999999,1.1240000000000001,5.6689999999999996,23.0,71.0,19.0,14.0,1.2729999999999999,1.9359999999999999,0.0,0.0,0.0,34.704999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,C4H8O2,22.0,88.0,21.0,58.0,2.0,2.1970000000000001,1.286,1.4419999999999999,0.67500000000000004,14.0,2.0,4.0,13.483000000000001,9.6669999999999998,0.38,108.0,280.0,61.0,296.0,5.3949999999999996,3.786,29.0,1.9330000000000001,6.944,9.3330000000000002,29.0,-4.593,1.5209999999999999,0.0,47.0,7.6669999999999998,29.0,47.0,7.6669999999999998,15.0,29.0,24.625,24.629999999999999,33.654000000000003,24.651,35.502000000000002,2.9929999999999999,3.4870000000000001,3.4860000000000002,2.6219999999999999,3.4830000000000001,2.4990000000000001,2.1200000000000001,2.8940000000000001,10.347,9.7710000000000008,15.51,5.6360000000000001,1.9299999999999999,2.6360000000000001,1.8129999999999999,1.097,0.57799999999999996,0.26700000000000002,0.0,0.0,0.5,24.0,16.0,2.6669999999999998,0.44400000000000001,1.778,7.0,16.0,4.0,20.0,0.91800000000000004,0.91800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,C7H12O2,32.0,114.0,31.0,86.0,1.0,4.5640000000000001,1.5429999999999999,1.661,0.46800000000000003,20.0,1.0,7.0,28.381,24.0,0.40300000000000002,392.0,742.0,296.0,858.0,9.4809999999999999,5.2930000000000001,108.0,3.0,11.388999999999999,17.109999999999999,108.0,-11.048999999999999,2.952,0.0,264.0,12.831,108.0,264.0,12.831,36.0,108.0,89.5,89.527000000000001,140.06299999999999,89.643000000000001,150.40899999999999,2.9550000000000001,3.5609999999999999,3.5600000000000001,2.2120000000000002,3.5539999999999998,2.0539999999999998,1.8080000000000001,3.532,10.244,15.750999999999999,28.529,8.3770000000000007,5.5119999999999996,5.2439999999999998,5.1299999999999999,1.153,0.49299999999999999,0.252,0.121,0.051999999999999998,0.75,83.0,49.0,5.444,0.93799999999999994,4.444,17.0,63.0,16.0,21.0,1.9750000000000001,1.9750000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,C12H12O2,60.0,184.0,63.0,165.0,5.0,9.1289999999999996,1.8260000000000001,1.919,0.33100000000000002,30.0,2.0,14.0,55.143999999999998,52.429000000000002,0.34599999999999997,1480.0,2636.0,1364.0,4052.0,14.836,6.1399999999999997,367.0,4.0330000000000004,21.201000000000001,35.174999999999997,332.16699999999997,0.0,3.9929999999999999,1.792,1176.0,24.402000000000001,499.0,2022.0,15.609999999999999,71.506,758.0,276.625,276.67599999999999,372.334,276.89600000000002,391.91800000000001,2.0,2.6389999999999998,2.6389999999999998,2.0089999999999999,2.637,1.917,2.02,4.0179999999999998,11.474,18.666,49.302999999999997,10.419,5.8940000000000001,4.242,4.3860000000000001,0.92900000000000005,0.52900000000000003,0.27900000000000003,0.13700000000000001,0.078,1.0,214.0,109.0,7.7859999999999996,1.2450000000000001,8.8569999999999993,39.0,188.0,38.0,11.0,2.3050000000000002,2.5030000000000001,0.0,0.0,0.0,50.706000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,C6H10S2,26.0,34.889000000000003,24.0,27.111000000000001,0.0,4.1589999999999998,1.6000000000000001,1.6819999999999999,0.48999999999999999,16.0,0.0,5.0,24.172000000000001,21.0,0.46300000000000002,306.0,372.22199999999998,231.0,332.11099999999999,8.5839999999999996,4.1289999999999996,84.0,3.0,9.5020000000000007,13.743,84.0,-9.7430000000000003,3.2839999999999998,0.0,210.0,10.564,84.0,210.0,10.564,28.0,84.0,44.5,44.478999999999999,72.079999999999998,72.680000000000007,55.100999999999999,2.5299999999999998,4.9589999999999996,4.9619999999999997,2.907,2.8809999999999998,3.8980000000000001,0.47399999999999998,0.59799999999999998,2.3929999999999998,8.484,16.0,8.1820000000000004,7.1820000000000004,7.375,7.3449999999999998,2.085,0.45800000000000002,0.223,0.10100000000000001,0.048000000000000001,0.75,74.0,44.0,5.5,1.0,4.0,16.0,40.0,12.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,C9H16O2,42.0,124.0,44.0,100.0,2.0,5.6630000000000003,1.5349999999999999,1.673,0.41999999999999998,24.0,2.0,12.0,37.850000000000001,32.0,0.34399999999999997,636.0,1078.0,494.0,1216.0,11.413,7.008,176.0,3.2000000000000002,15.1,24.152000000000001,176.0,-14.57,2.8490000000000002,0.0,445.0,17.329000000000001,176.0,445.0,17.329000000000001,55.0,176.0,151.75,151.786,220.37200000000001,151.94399999999999,234.41300000000001,3.508,4.056,4.0549999999999997,2.7530000000000001,4.0510000000000002,2.5859999999999999,1.7689999999999999,4.0940000000000003,11.877000000000001,28.587,34.054000000000002,10.377000000000001,6.1100000000000003,3.9420000000000002,5.7640000000000002,1.21,0.51600000000000001,0.317,0.14599999999999999,0.049000000000000002,0.75,107.0,62.0,5.6360000000000001,0.94199999999999995,6.0,22.0,110.0,24.0,33.0,1.9359999999999999,1.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,C8H8O3,48.0,184.0,52.0,160.0,5.0,7.0490000000000004,1.784,1.8979999999999999,0.377,25.0,2.0,10.0,37.564999999999998,31.091000000000001,0.33700000000000002,700.0,1434.0,614.0,2233.0,11.382,4.9320000000000004,171.0,3.109,16.315999999999999,25.236000000000001,154.0,0.0,2.8490000000000002,1.609,430.0,18.562000000000001,239.0,770.0,11.617000000000001,41.939999999999998,358.0,125.75,125.797,213.63399999999999,125.999,231.61600000000001,2.117,2.8570000000000002,2.8559999999999999,1.6879999999999999,2.851,1.5589999999999999,2.1299999999999999,3.9009999999999998,13.551,12.986000000000001,38.054000000000002,7.9199999999999999,3.859,2.1469999999999998,2.7789999999999999,0.86099999999999999,0.53400000000000003,0.30299999999999999,0.152,0.064000000000000001,0.75,121.0,62.0,5.6360000000000001,0.94199999999999995,5.2069999999999999,22.0,100.0,24.0,9.0,2.02,1.9810000000000001,0.0,0.0,31.524000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
