molid,identifiere,W3D,J3D,H3D,AGDD,DDI,ADDD,G1,G2,RGyr,SPAN,SPAM,MEcc,SPH,ASP,FDI,PJI3,L/Bw,SEig,HOMA,RCI,AROM,HOMT,DISPm,QXXm,QYYm,QZZm,DISPv,QXXv,QYYv,QZZv,DISPe,QXXe,QYYe,QZZe,DISPp,QXXp,QYYp,QZZp,G(N..N),G(N..O),G(N..S),G(N..P),G(N..F),G(N..Cl),G(N..Br),G(N..I),G(O..O),G(O..S),G(O..P),G(O..F),G(O..Cl),G(O..Br),G(O..I),G(S..S),G(S..P),G(S..F),G(S..Cl),G(S..Br),G(S..I),G(P..P),G(P..F),G(P..Cl),G(P..Br),G(P..I),G(F..F),G(F..Cl),G(F..Br),G(F..I),G(Cl..Cl),G(Cl..Br),G(Cl..I),G(Br..Br),G(Br..I),G(I..I)
245,C10H16O,1336.472,3.927,115.226,98.998000000000005,344.42899999999997,25.513000000000002,12.683999999999999,6.516,2.399,4.2350000000000003,0.39600000000000002,0.998,0.79400000000000004,0.32100000000000001,0.95199999999999996,0.76700000000000002,2.54,53.859000000000002,-0.048000000000000001,0.0,0.0,-0.14499999999999999,6.4390000000000001,23.295000000000002,54.619,70.472999999999999,2.9369999999999998,28.875,80.947000000000003,98.751999999999995,0.183,65.968999999999994,164.589,200.67500000000001,0.13600000000000001,32.590000000000003,91.350999999999999,110.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,C7H14O2,924.24099999999999,6.391,87.319000000000003,80.369,243.297,21.155999999999999,10.433,5.4249999999999998,2.1970000000000001,4.3460000000000001,0.435,0.99299999999999999,0.60099999999999998,0.42899999999999999,0.92800000000000005,0.755,5.5300000000000002,44.283000000000001,0.0,0.0,0.0,0.0,1.73,12.131,45.151000000000003,47.652000000000001,0.89500000000000002,19.161000000000001,69.072000000000003,69.947000000000003,0.058999999999999997,46.359999999999999,143.79599999999999,145.965,0.057000000000000002,22.318999999999999,78.426000000000002,79.162000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,C11H20O4,3503.9949999999999,6.0880000000000001,152.36699999999999,200.22800000000001,604.04899999999998,34.517000000000003,18.631,9.4290000000000003,3.9590000000000001,7.7859999999999996,0.47199999999999998,1.0,0.91300000000000003,0.80800000000000005,0.99199999999999999,0.83999999999999997,20.800000000000001,70.018000000000001,0.0,0.0,0.0,0.0,3.7480000000000002,19.300000000000001,271.12,275.95699999999999,1.887,27.015999999999998,366.75400000000002,376.84800000000001,0.11600000000000001,65.733999999999995,714.94899999999996,735.10599999999999,0.085999999999999993,31.172999999999998,408.00599999999997,419.65899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,C11H20O4,3505.7260000000001,6.0860000000000003,152.39599999999999,200.327,604.13400000000001,34.521999999999998,18.635000000000002,9.4290000000000003,3.964,7.7960000000000003,0.47199999999999998,1.0,0.91700000000000004,0.81599999999999995,0.99199999999999999,0.84499999999999997,20.84,70.084000000000003,0.0,0.0,0.0,0.0,3.907,18.484000000000002,271.64699999999999,277.49599999999998,1.9490000000000001,25.986000000000001,368.06700000000001,378.27999999999997,0.121,63.704999999999998,717.31299999999999,737.96799999999996,0.087999999999999995,30.033000000000001,409.517,421.18700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.765000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,C11H22O2,3535.7629999999999,6.0259999999999998,154.74600000000001,202.04400000000001,612.255,34.985999999999997,14.007,7.7000000000000002,4.1950000000000003,7.7400000000000002,0.46999999999999997,1.0,0.94199999999999995,0.91300000000000003,1.0,0.86099999999999999,38.840000000000003,70.393000000000001,0.0,0.0,0.0,0.0,1.0209999999999999,8.1799999999999997,266.21899999999999,271.73500000000001,0.437,14.705,387.88600000000002,393.12099999999998,0.040000000000000001,41.377000000000002,754.39400000000001,765.93200000000002,0.025999999999999999,17.747,434.40300000000002,440.08800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,C11H22O2,3520.9560000000001,6.0640000000000001,154.96000000000001,201.197,611.99699999999996,34.970999999999997,14.004,7.7000000000000002,4.1980000000000004,7.7830000000000004,0.47199999999999998,1.0,0.94099999999999995,0.91200000000000003,1.0,0.85099999999999998,38.310000000000002,70.367999999999995,0.0,0.0,0.0,0.0,3.4460000000000002,8.2769999999999992,267.14299999999997,272.75599999999997,0.44800000000000001,14.991,383.94,389.46100000000001,0.123,42.000999999999998,748.226,760.38800000000003,0.012,18.088000000000001,429.56599999999997,435.59199999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,C11H22O2,3334.1060000000002,6.4059999999999997,158.03999999999999,190.52000000000001,600.89099999999996,34.337000000000003,14.282999999999999,7.7000000000000002,4.0609999999999999,7.7800000000000002,0.47099999999999997,1.0,0.92200000000000004,0.86199999999999999,0.98799999999999999,0.98199999999999998,24.309999999999999,69.617999999999995,0.0,0.0,0.0,0.0,9.0790000000000006,12.709,249.50200000000001,257.49299999999999,3.0409999999999999,20.425999999999998,336.02999999999997,344.52199999999999,0.27300000000000002,53.131999999999998,651.92899999999997,670.01300000000003,0.107,24.114000000000001,373.42099999999999,382.73500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,C6H10O2,547.79200000000003,5.0819999999999999,55.744,60.866,157.047,17.449999999999999,8.1679999999999993,4.7220000000000004,2.258,4.3440000000000003,0.49099999999999999,1.0,0.85899999999999999,0.56599999999999995,0.97699999999999998,0.749,5.0899999999999999,35.174999999999997,-0.16600000000000001,0.0,0.0,-0.498,7.5119999999999996,9.0690000000000008,41.840000000000003,49.843000000000004,3.6899999999999999,7.9740000000000002,56.923999999999999,61.109999999999999,0.23999999999999999,21.620999999999999,116.982,126.667,0.16500000000000001,8.8770000000000007,63.831000000000003,67.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,C7H10N2,572.91800000000001,3.1859999999999999,62.890999999999998,60.307000000000002,168.98699999999999,17.788,10.031000000000001,5.7350000000000003,2.0190000000000001,3.7810000000000001,0.44600000000000001,0.998,0.76700000000000002,0.27100000000000002,0.94399999999999995,0.86799999999999999,2.04,37.493000000000002,0.98799999999999999,1.3839999999999999,0.93700000000000006,5.931,9.6129999999999995,15.736000000000001,30.141999999999999,42.063000000000002,8.3640000000000008,21.818999999999999,39.542999999999999,54.314,0.17699999999999999,46.298999999999999,76.540999999999997,105.40300000000001,0.47599999999999998,24.501999999999999,43.642000000000003,59.823,2.7050000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,C2H4O,42.301000000000002,3.2890000000000001,11.782,12.086,21.864999999999998,6.2469999999999999,2.0299999999999998,1.6379999999999999,1.125,2.089,0.54600000000000004,1.0,0.64700000000000002,0.65300000000000002,0.89800000000000002,0.51300000000000001,8.0199999999999996,12.569000000000001,0.0,0.0,0.0,0.0,7.9779999999999998,1.589,4.71,6.032,3.351,1.7310000000000001,4.2539999999999996,5.0380000000000003,0.28899999999999998,5.1840000000000002,10.279,12.478,0.13300000000000001,2.0209999999999999,4.6559999999999997,5.4710000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,C13H20O2,2862.9360000000001,3.9129999999999998,163.626,163.596,549.87099999999998,31.420999999999999,17.983000000000001,9.3219999999999992,3.3679999999999999,5.5529999999999999,0.39800000000000002,0.999,0.79900000000000004,0.377,0.90700000000000003,0.77100000000000002,3.1000000000000001,70.271000000000001,0.99099999999999999,1.3819999999999999,1.0,5.944,6.0369999999999999,54.401000000000003,152.01499999999999,190.93299999999999,11.321,78.075999999999993,188.64500000000001,240.553,0.13,162.52199999999999,327.42099999999999,429.35700000000003,0.77200000000000002,88.152000000000001,204.86799999999999,262.59100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,C9H10O2,823.56600000000003,3.0030000000000001,70.260000000000005,78.435000000000002,211.86099999999999,20.177,12.692,7.016,2.5910000000000002,4.8920000000000003,0.48299999999999998,1.0,0.94999999999999996,0.57299999999999995,0.96799999999999997,0.77600000000000002,4.9299999999999997,42.198999999999998,0.70699999999999996,1.3999999999999999,0.97499999999999998,5.6559999999999997,7.9119999999999999,14.890000000000001,71.233999999999995,85.590999999999994,6.1970000000000001,19.356999999999999,75.116,92.578999999999994,0.215,41.005000000000003,150.55699999999999,185.595,0.35299999999999998,21.704000000000001,81.572000000000003,100.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2869999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,C4H8O2,252.429,5.0309999999999997,38.719999999999999,36.061,89.998999999999995,12.856999999999999,5.8230000000000004,3.488,1.673,2.831,0.45000000000000001,0.98999999999999999,0.624,0.16900000000000001,0.92800000000000005,0.51100000000000001,1.4299999999999999,25.98,0.0,0.0,0.0,0.0,10.239000000000001,10.584,13.981999999999999,20.390000000000001,2.754,9.1349999999999998,17.596,21.577000000000002,0.38700000000000001,23.416,40.759999999999998,50.027000000000001,0.12,10.035,19.934999999999999,23.969999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6230000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,C7H12O2,886.54999999999995,5.0380000000000003,69.129999999999995,84.433000000000007,214.345,20.414000000000001,9.359,5.4560000000000004,2.7389999999999999,5.1840000000000002,0.497,1.0,0.88200000000000001,0.78000000000000003,0.97899999999999998,0.80900000000000005,14.33,41.113,0.0,0.0,0.0,0.0,4.5510000000000002,6.4109999999999996,75.930000000000007,79.778999999999996,4.4249999999999998,8.9019999999999992,107.35299999999999,110.23099999999999,0.106,24.213999999999999,205.35599999999999,212.40299999999999,0.26800000000000002,10.462999999999999,119.628,122.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,C12H12O2,1693.2860000000001,2.742,91.477999999999994,130.25299999999999,338.78899999999999,26.061,15.913,8.7680000000000007,3.6379999999999999,6.899,0.51500000000000001,1.0,0.96899999999999997,0.78700000000000003,1.0,0.86199999999999999,12.699999999999999,53.207999999999998,0.58899999999999997,1.399,0.98199999999999998,5.8879999999999999,2.8010000000000002,15.972,192.76300000000001,207.04900000000001,8.0280000000000005,20.239999999999998,236.059,252.93299999999999,0.157,44.402999999999999,393.26400000000001,428.89400000000001,0.57699999999999996,22.754000000000001,254.70099999999999,273.41899999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,C6H10S2,632.55799999999999,4.3410000000000002,50.628999999999998,70.284000000000006,159.946,17.771999999999998,9.9629999999999992,6.0819999999999999,2.468,4.8090000000000002,0.51700000000000002,0.996,0.88600000000000001,0.59399999999999997,0.998,0.82099999999999995,10.43,36.064,0.0,0.0,0.0,0.0,6.6769999999999996,11.663,69.849999999999994,70.599000000000004,4.1109999999999998,10.156000000000001,90.427000000000007,93.066000000000003,0.055,21.004000000000001,162.90600000000001,170.23599999999999,0.44400000000000001,13.361000000000001,100.94199999999999,104.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,C9H16O2,1462.0909999999999,6.6500000000000004,110.405,108.303,337.96199999999999,25.033999999999999,12.587,6.593,2.726,5.3730000000000002,0.44600000000000001,0.999,0.84599999999999997,0.51100000000000001,0.93500000000000005,0.80800000000000005,4.6799999999999997,53.664999999999999,0.0,0.0,0.0,0.0,5.4119999999999999,19.395,81.5,95.497,3.8580000000000001,26.789999999999999,114.291,131.10499999999999,0.157,61.959000000000003,219.25,253.922,0.22,30.622,127.31,145.93199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,C8H8O3,732.50699999999995,2.4820000000000002,55.689,77.105999999999995,182.08500000000001,19.167000000000002,13.065,7.3940000000000001,2.7360000000000002,5.4480000000000004,0.53500000000000003,1.0,0.93700000000000006,0.66100000000000003,1.0,0.77100000000000002,7.2199999999999998,38.520000000000003,0.372,1.403,0.95299999999999996,2.605,5.6310000000000002,12.455,84.900000000000006,95.799000000000007,6.0620000000000003,12.375999999999999,105.303,114.48699999999999,0.13400000000000001,28.687000000000001,181.72300000000001,202.02000000000001,0.375,13.635999999999999,114.271,124.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5129999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,C10H18O2,2298.6709999999998,5.851,121.93000000000001,153.245,445.74400000000003,29.716000000000001,12.779,7.1619999999999999,3.806,7.141,0.48799999999999999,1.0,0.92300000000000004,0.89200000000000002,0.997,0.94899999999999995,32.780000000000001,59.832999999999998,0.0,0.0,0.0,0.0,10.741,7.8620000000000001,205.273,209.62899999999999,6.4880000000000004,13.175000000000001,269.12,273.26499999999999,0.26500000000000001,36.209000000000003,502.59699999999998,512.35699999999997,0.34200000000000003,15.754,296.73899999999998,301.29199999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,C16H24O,4243.5479999999998,4.3120000000000003,216.858,207.00200000000001,797.62900000000002,38.908999999999999,21.021000000000001,10.029999999999999,3.706,7.7169999999999996,0.434,0.999,0.82899999999999996,0.63300000000000001,0.95699999999999996,0.90500000000000003,8.5600000000000005,83.811000000000007,0.13400000000000001,0.0,0.0,0.40100000000000002,2.782,36.890999999999998,239.37200000000001,256.27199999999999,1.1759999999999999,57.149999999999999,315.62299999999999,342.74799999999999,0.107,125.43899999999999,567.024,617.09799999999996,0.080000000000000002,65.462000000000003,346.46899999999999,376.88999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,C3H6S,120.27,3.6829999999999998,20.271000000000001,24.053999999999998,48.552,9.7100000000000009,3.3610000000000002,2.3170000000000002,1.605,3.181,0.56399999999999995,0.999,0.72099999999999997,0.64800000000000002,0.98099999999999998,0.64900000000000002,10.07,19.619,0.0,0.0,0.0,0.0,11.475,3.984,15.988,17.527999999999999,4.9409999999999998,4.1159999999999997,15.506,15.882999999999999,0.084000000000000005,9.4079999999999995,30.199000000000002,32.774999999999999,0.68200000000000005,5.3710000000000004,19.84,20.076000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,C11H20O2,2982.8649999999998,6.0410000000000004,141.21000000000001,180.78,542.74800000000005,32.893999999999998,13.914,7.7309999999999999,4.181,7.7990000000000004,0.48599999999999999,1.0,0.93200000000000005,0.91200000000000003,1.0,0.878,40.799999999999997,66.215000000000003,0.0,0.0,0.0,0.0,12.029,8.3650000000000002,270.05500000000001,274.65600000000001,6.8470000000000004,14.406000000000001,347.536,351.87799999999999,0.30199999999999999,39.774000000000001,646.15499999999997,656.27200000000005,0.35199999999999998,17.274999999999999,382.24599999999998,387.00099999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,C6H10O2,589.37599999999998,4.6920000000000002,53.741,65.486000000000004,156.166,17.352,8.1999999999999993,4.8869999999999996,2.4119999999999999,4.6829999999999998,0.51000000000000001,1.0,0.86499999999999999,0.73599999999999999,0.97099999999999997,0.94699999999999995,11.539999999999999,34.951000000000001,0.0,0.0,0.0,0.0,1.9430000000000001,5.3929999999999998,51.177,54.329000000000001,3.423,7.4009999999999998,72.552999999999997,75.072999999999993,0.079000000000000001,20.042000000000002,140.38499999999999,146.75299999999999,0.23699999999999999,8.6829999999999998,80.994,83.721000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,C6H10S,531.697,4.351,47.167000000000002,62.552999999999997,145.47900000000001,17.114999999999998,6.9550000000000001,4.3849999999999998,2.4249999999999998,4.5860000000000003,0.51900000000000002,0.999,0.81399999999999995,0.77200000000000002,1.0,0.998,18.489999999999998,34.552,0.0,0.0,0.0,0.0,3.9660000000000002,4.5880000000000001,53.628,54.652000000000001,2.7559999999999998,7.7869999999999999,74.748000000000005,74.920000000000002,0.028000000000000001,19.635999999999999,137.16800000000001,138.64699999999999,0.254,9.5640000000000001,82.959999999999994,83.028000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,C8H14O2,1172.5239999999999,5.758,88.427000000000007,97.709999999999994,274.22199999999998,22.852,10.926,6.024,2.7959999999999998,5.4710000000000001,0.47699999999999998,0.999,0.85999999999999999,0.71299999999999997,0.95999999999999996,0.81100000000000005,11.92,46.780000000000001,0.0,0.0,0.0,0.0,6.306,9.8520000000000003,87.070999999999998,90.992999999999995,4.968,15.198,119.857,126.245,0.13300000000000001,38.158000000000001,227.595,241.82900000000001,0.28399999999999997,17.776,133.09200000000001,140.45500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,C12H16O2,2177.4870000000001,3.258,123.369,145.166,438.233,29.216000000000001,16.513999999999999,8.6969999999999992,3.4510000000000001,6.2869999999999999,0.45800000000000002,1.0,0.91600000000000004,0.72699999999999998,0.98099999999999998,0.93899999999999995,10.220000000000001,60.281999999999996,0.68500000000000005,1.3959999999999999,0.98499999999999999,5.4820000000000002,13.300000000000001,20.021000000000001,182.43700000000001,197.49799999999999,13.942,26.638999999999999,236.876,253.85300000000001,0.20000000000000001,60.128,405.42700000000002,440.50400000000002,0.86899999999999999,30.225999999999999,258.04500000000002,276.71699999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,C9H18O2,2084.0790000000002,5.7649999999999997,116.627,143.72999999999999,414.81400000000002,28.608000000000001,11.685,6.5620000000000003,3.5289999999999999,6.6360000000000001,0.47799999999999998,1.0,0.92200000000000004,0.874,0.99299999999999999,0.84099999999999997,25.66,57.593000000000004,0.0,0.0,0.0,0.0,4.8540000000000001,7.327,158.893,164.08799999999999,1.6080000000000001,12.007999999999999,228.363,232.79499999999999,0.14999999999999999,33.720999999999997,449.82999999999998,459.67899999999997,0.053999999999999999,14.391999999999999,255.874,260.61599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,C9H18O2,1961.309,6.1150000000000002,119.783,135.26300000000001,405.411,27.959,12.005000000000001,6.5620000000000003,3.2599999999999998,6.0339999999999998,0.45600000000000002,1.0,0.88900000000000001,0.79200000000000004,0.97099999999999997,0.98799999999999999,16.350000000000001,57.088000000000001,0.0,0.0,0.0,0.0,4.2640000000000002,10.423,132.83099999999999,138.10400000000001,1.4690000000000001,16.949999999999999,191.934,198.429,0.13,43.917999999999999,379.69099999999997,393.471,0.051999999999999998,20.015000000000001,215.28899999999999,222.53200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,C14H18O,2359.2280000000001,4.0220000000000002,153.57499999999999,142.98400000000001,488.91000000000003,29.631,17.670000000000002,8.9649999999999999,3.129,5.875,0.42199999999999999,1.0,0.878,0.26300000000000001,0.90700000000000003,0.82899999999999996,1.6000000000000001,67.153999999999996,0.73199999999999998,1.399,0.98199999999999998,7.3230000000000004,8.8949999999999996,68.260999999999996,105.017,166.86000000000001,9.8840000000000003,71.936999999999998,142.46600000000001,202.607,0.221,135.75700000000001,255.608,361.45499999999998,0.65600000000000003,77.456000000000003,156.81,220.26400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,C16H24O2,4352.8699999999999,4.4980000000000002,224.96700000000001,207.28,801.13400000000001,38.149000000000001,23.286000000000001,11.055999999999999,3.448,6.3079999999999998,0.38800000000000001,0.999,0.89700000000000002,0.23000000000000001,0.91600000000000004,0.875,1.1899999999999999,87.012,0.60599999999999998,1.395,0.98699999999999999,4.851,8.5519999999999996,120.373,134.08500000000001,245.59299999999999,11.454000000000001,157.33500000000001,174.62299999999999,315.85300000000001,0.20599999999999999,278.01299999999998,355.56900000000002,592.23800000000006,0.748,172.19499999999999,194.71000000000001,347.76499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,C14H18O2,3294.3000000000002,3.117,144.94800000000001,193.78200000000001,571.14800000000002,33.597000000000001,18.661999999999999,9.8740000000000006,4.1980000000000004,7.4390000000000001,0.46800000000000003,1.0,0.94699999999999995,0.82799999999999996,0.995,0.88500000000000001,17.670000000000002,69.239999999999995,0.58899999999999997,1.399,0.98199999999999998,5.8879999999999999,12.944000000000001,20.047000000000001,312.947,327.95499999999998,16.411000000000001,28.216999999999999,404.28800000000001,422.62400000000002,0.105,64.099999999999994,680.61000000000001,719.21199999999999,1.0640000000000001,32.219999999999999,439.30099999999999,459.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,C16H22O2,4043.9940000000001,4.2050000000000001,202.892,202.19999999999999,737.91800000000001,36.896000000000001,22.472999999999999,11.029999999999999,3.677,6.6040000000000001,0.40600000000000003,1.0,0.89500000000000002,0.28399999999999997,0.93000000000000005,0.70899999999999996,1.79,82.742000000000004,0.60599999999999998,1.395,0.98699999999999999,4.851,7.1459999999999999,110.559,177.30099999999999,278.39100000000002,7.5190000000000001,134.72200000000001,212.34899999999999,329.714,0.33700000000000002,235.429,417.70400000000001,610.32000000000005,0.49099999999999999,146.137,233.53100000000001,359.16399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
